Gene,hCS_d227_2242-1,hCS_d243_1208-2,hCS_d257_8119-1,t.hCS_d224_2242-1,t.hCS_d227_2242-1,t.hCS_d276_8119-1
ASH1L-IT1,0.235131721,0,0,0.152035448,0.261083756,0.36350007
ASH1L-AS1,2.351317211,2.117593369,4.395097615,3.914912796,4.568965733,3.635000696
MSTO1,9.405268843,10.20294987,4.395097615,10.11035732,8.528736035,10.43764486
AL353807.5,2.23375135,2.887627321,2.197548807,3.116726692,2.828407359,2.544500488
YY1AP1,69.7165553,54.09488515,57.13626899,64.5770567,62.87767128,64.33951233
DAP3,76.30024349,88.55390452,80.5767896,74.3073254,76.88916619,76.64658611
AL162734.1,1.058092745,0.770033952,0.732516269,1.330310173,0.870279187,1.557857441
GON4L,67.13010637,63.33529258,75.44917572,115.4709231,87.89819791,112.9446645
SYT11,146.3694964,172.4876053,149.4333189,106.9189291,174.0993514,101.5203766
RIT1,20.10376215,20.9834252,15.38284165,14.4433676,15.83908121,17.81150341
KHDC4,57.60727166,58.52258038,46.88104122,50.05767138,39.33661926,55.35586775
ARHGEF2,36.68054849,59.48512282,30.7656833,56.32913363,39.33661926,55.87515356
AL355388.2,0.587829303,0.385016976,3.662581346,0.608141794,0.348111675,0.778928721
AL355388.1,3.644541677,4.04267825,2.197548807,0.646150656,0.478653553,0.778928721
AL355388.3,21.86725006,17.90328939,15.38284165,9.540224386,7.397373092,8.308573021
SSR2,47.02634422,57.94505491,35.89329719,35.84235696,33.54926267,32.66307769
UBQLN4,15.75382531,25.02610345,13.91780911,11.02257001,12.40147842,10.95693067
LAMTOR2,31.2725189,24.83359496,14.65032538,12.84699539,20.4515609,11.00885925
MEX3A,53.37490068,53.90237666,33.69574838,12.54292449,13.66338324,3.635000696
LMNA,85.11768303,59.29261433,82.04182214,62.71462246,49.21428804,47.35886622
SEMA4A,9.875532285,22.13847613,8.790195229,17.21801453,11.09605964,12.04743088
SLC25A44,15.04843015,17.13325544,13.18529284,16.53385501,16.97044415,18.07114632
PMF1,24.10100141,15.59318753,13.91780911,16.87593477,17.79720938,17.70764625
BGLAP,3.409409956,2.695118833,2.930065076,1.140265863,1.435960659,1.246285953
PAQR6,8.347176098,10.20294987,13.18529284,5.511285004,6.744663701,4.206215092
SMG5,32.68330923,39.65674855,32.96323211,53.78253987,37.59606089,46.26836601
TMEM79,5.408029585,3.080135809,0.732516269,2.964691244,3.133005074,4.15428651
GLMP,3.174278235,3.657661274,5.127613884,4.104957107,5.48275888,4.050429348
CCT3,65.2490526,64.49034351,56.40375272,49.14545869,58.52627534,39.72536475
TSACC,16.92948392,17.13325544,16.11535792,8.437967386,9.964696694,14.12457413
RHBG,1.645922048,5.390237666,0.732516269,0.91221269,0.826765228,0.519285814
AL139130.1,0.352697582,3.465152786,0,0.304070897,0.304597716,0.467357232
C1orf61,258.1746297,235.6303894,231.475141,148.3865976,181.7578083,88.01894544
MEF2D,21.63211834,34.65152786,21.97548807,28.46863771,36.29064211,30.84557734
AL365181.1,0,0,0,0.266062035,0,0.311571488
IQGAP3,1.881053769,5.390237666,1.465032538,4.256992555,3.39408883,8.100858695
NAXE,11.16875675,5.197729178,9.522711499,7.06964835,8.833333751,5.037072394
GPATCH4,42.67640738,26.37366287,30.03316703,30.4831074,29.50246445,28.14529111
AL365181.4,0,0,0,0.342079759,0.174055837,0.155785744
HAPLN2,6.113424748,16.74823846,4.395097615,6.34747997,4.917077408,4.88128665
AL365181.2,0.235131721,0.385016976,0.732516269,0.076017724,0.130541878,0
BCAN,70.42195046,25.98864589,70.32156184,20.03067033,28.63218526,10.48957344
AL365181.3,0.822961024,0,2.197548807,0.342079759,0.174055837,0.155785744
AL590666.2,0.352697582,0.385016976,0,0.418097483,0.435139594,0.103857163
NES,50.08305659,33.11145995,60.06633407,3.116726692,2.871921318,1.713643185
AL590666.4,3.644541677,5.197729178,4.395097615,1.596372208,1.784072334,1.713643185
CRABP2,4.820200282,14.82315358,3.662581346,1.672389932,2.480295684,1.817500348
AL590666.1,0,0.192508488,0,0,0.261083756,0.259642907
ISG20L2,21.7496842,19.63586578,15.38284165,18.66235129,18.62397461,19.94057525
RRNAD1,8.582307819,12.70556021,8.790195229,10.49044594,9.399015222,12.8263596
MRPL24,16.6943522,8.662881964,8.790195229,12.61894222,9.5295571,10.95693067
HDGF,28.80363583,19.4433573,24.90555315,16.79991705,18.79803044,19.47321802
PRCC,31.86034821,34.84403634,35.16078092,32.26952392,35.20279312,35.36336392
AL590666.5,0.470263442,0,0,0.342079759,0.261083756,0.519285814
SH2D2A,1.293224466,1.155050929,1.465032538,0.304070897,0.174055837,0.207714326
NTRK1,1.881053769,5.197729178,1.465032538,0.91221269,0.783251269,0.882785883
INSRR,2.468883071,4.812712202,4.395097615,1.862434243,2.175697968,0.727000139
LRRC71,2.23375135,3.465152786,1.465032538,0.798186104,0.478653553,1.038571628
ARHGEF11,91.93650294,76.61837826,105.4823428,116.6872066,124.9720913,118.8125942
ETV3L,0.470263442,0.385016976,0,0.228053173,0,0.207714326
ETV3,11.28632261,19.4433573,10.98774404,15.69766005,15.01231598,19.5251466
FCRL3,0.705395163,0,0.732516269,0,0,0.259642907
KIRREL1,69.83412116,36.96162971,47.61355749,45.26855476,26.67405709,27.52214813
LINC01704,4.702634422,4.620203714,2.930065076,1.178274725,0.478653553,0.778928721
CD1D,0,0,0,5.245222969,2.654351521,4.673572324
AL138899.1,0,0,0,2.812655795,1.261904822,1.50592886
SPTA1,0,0,0,0.836194966,0.783251269,0.207714326
PYHIN1,0.470263442,0.96254244,1.465032538,0.19004431,0.174055837,0.103857163
IFI16,11.99171777,16.170713,21.2429718,34.24598475,29.54597841,40.97165071
AIM2,26.8050162,20.79091671,21.97548807,13.72119922,14.83826014,8.724001672
CADM3,30.6846896,59.48512282,41.75342734,54.3526728,68.57799996,45.59329445
CADM3-AS1,10.69849331,10.97298382,9.522711499,12.08681815,15.66502537,11.94357372
ACKR1,4.34993684,18.48081486,5.860130153,4.789116624,5.830870555,4.413929417
FCER1A,0,0.385016976,0,2.774646933,2.436781724,4.621643743
AL513323.1,1.410790326,0.577525464,5.860130153,87.45839169,114.2676573,150.1774573
OR10J1,0,0,0,26.79624778,19.79885151,55.45972491
LINC02819,0.470263442,0.385016976,0.732516269,3.572833037,3.872742383,17.81150341
APCS,0,0,0,0,0.435139594,1.50592886
DUSP23,6.348556469,7.315322547,2.197548807,4.789116624,10.13875253,4.829358068
SLAMF8,0.352697582,0.192508488,0,0.684159518,0.69622335,0.519285814
AL590560.2,0.352697582,0,0,3.99093052,2.828407359,3.479214952
VSIG8,0.352697582,0.192508488,0,2.774646933,2.001642131,3.479214952
AL590560.3,0.470263442,0.770033952,0,4.447036865,3.43760279,1.973286092
CFAP45,2.23375135,2.502610345,6.592646422,0.874203828,1.435960659,2.908000557
AL590560.5,0,0,0,0,0,0.259642907
TAGLN2,26.92258206,13.86061114,27.83561823,5.815355901,21.01724237,7.685430044
IGSF9,12.69711294,24.06356101,16.11535792,5.017169797,3.481116749,0.778928721
LINC01133,1.058092745,6.545288595,3.662581346,0.076017724,0.174055837,0.103857163
KCNJ10,7.289083353,7.315322547,9.522711499,2.736638071,5.265189083,2.908000557
PIGM,22.10238178,18.28830637,18.31290673,6.689559729,10.96551776,6.854572742
AL121987.1,1.881053769,4.812712202,1.465032538,0.72216838,0.304597716,0.311571488
KCNJ9,3.879673398,10.58796684,3.662581346,12.65695108,15.22988578,13.91685981
IGSF8,20.33889387,45.43200319,22.70800434,40.06134065,32.72249744,36.66157845
ATP1A2,85.11768303,25.41112043,93.76208245,17.82615632,26.89162689,8.412430183
ATP1A4,1.058092745,1.925084881,2.930065076,0.304070897,0.391625634,0.415428651
CASQ1,0.470263442,2.887627321,0,0.456106345,0.478653553,0.415428651
AL121987.2,1.763487908,0.770033952,0.732516269,1.102257001,1.479474618,2.232928999
PEA15,83.7068927,53.3248512,85.70440349,30.25505423,47.95238322,27.00286232
DCAF8,57.84240338,66.99295385,62.99639914,55.64497411,53.34811418,57.53686817
AL139011.1,1.293224466,0.577525464,0.732516269,1.216283587,1.479474618,1.298214534
PEX19,11.40388847,5.775254643,9.522711499,4.941152073,6.353038067,5.192858138
COPA,83.23662926,103.9545836,80.5767896,99.69724528,105.7824352,104.947663
NCSTN,16.81191806,17.13325544,9.522711499,12.99903084,11.61822715,12.87828818
VANGL2,34.09409956,34.65152786,29.30065076,13.60717263,9.486043141,8.360501602
AL121985.1,0.117565861,0.577525464,0,0,0,0.415428651
CD48,0,0.192508488,0,0.19004431,0,0.207714326
LY9,0.705395163,0.385016976,0,2.736638071,1.827586293,0.155785744
F11R,5.290463724,9.04789894,8.05767896,11.85876497,6.396552026,9.03557316
TSTD1,24.80639657,12.8980687,9.522711499,23.48947678,15.70853933,20.97914688
USF1,10.46336159,17.90328939,11.72026031,10.2243839,7.005747457,11.68393081
ARHGAP30,5.055332003,3.080135809,10.25522777,1.026239277,0.783251269,1.298214534
KLHDC9,5.995858887,3.080135809,5.860130153,5.967391349,6.962233498,7.997001532
PFDN2,68.18819911,84.70373476,57.13626899,33.97992272,56.08949362,30.48207727
NIT1,12.10928364,10.39545836,16.84787419,10.14836618,9.137931466,12.25514521
DEDD,17.2821815,21.94596764,11.72026031,13.26509287,10.704434,13.86493123
UFC1,24.92396243,22.71600159,18.31290673,16.41982843,18.97208628,12.30707379
AL590714.1,0.352697582,0.577525464,0,0.646150656,0.65270939,0.623142977
USP21,3.997239258,10.58796684,3.662581346,4.7130989,5.134647205,6.439144091
PPOX,20.22132801,21.36844218,21.97548807,20.86686529,16.18719288,22.95243297
B4GALT3,7.524215074,10.78047533,9.522711499,7.06964835,8.354680198,6.179501184
ADAMTS4,4.114805119,11.16549231,4.395097615,0.798186104,0.478653553,1.14242879
NDUFS2,45.26285631,53.13234271,37.35832973,54.12461963,45.47208753,45.95679452
FCER1G,0.470263442,1.732576393,0.732516269,0.456106345,0.565681472,0.727000139
TOMM40L,3.997239258,5.197729178,0,6.423497694,7.440887051,6.335286928
NR1I3,12.46198122,7.892848012,9.522711499,4.903143211,3.959770302,4.569715161
PCP4L1,4.937766143,10.20294987,2.930065076,7.867834454,6.701149742,5.971786859
MPZ,0.705395163,1.925084881,0.732516269,2.35654945,2.393267765,2.804143394
SDHC,57.37213994,44.27695226,40.2883948,40.44142927,48.43103677,40.66007922
CFAP126,6.348556469,3.465152786,10.25522777,0.418097483,0.609195431,0.311571488
AL592295.4,5.290463724,3.850169762,5.860130153,10.18637504,7.701970807,10.95693067
AL592295.5,1.410790326,1.347559417,0.732516269,6.423497694,3.959770302,8.931715997
AL592295.3,12.10928364,5.00522069,9.522711499,17.4460677,12.88013197,20.3560039
FCGR2A,0.470263442,0.577525464,0,0.494115207,0.304597716,0.467357232
HSPA6,0.470263442,0.385016976,0,0.228053173,0.391625634,0.571214395
FCRLA,0,0.192508488,0.732516269,2.546593761,3.655172586,1.817500348
FCRLB,1.645922048,0.96254244,2.197548807,3.686859623,3.39408883,4.050429348
DUSP12,18.69297183,19.25084881,15.38284165,22.31120205,17.18801395,25.02957622
AL359541.1,0.587829303,0.385016976,1.465032538,0,0,0.155785744
ATF6,81.00287791,77.96593767,71.0540781,75.25754695,92.51067761,74.56944286
OLFML2B,3.174278235,3.657661274,0.732516269,5.093187521,4.568965733,9.606787555
NOS1AP,62.66260367,69.11054722,91.56453364,153.7078383,148.3826014,86.87651665
AL450163.1,20.69159145,7.700339523,16.84787419,29.6849213,27.28325252,17.65571767
SPATA46,0.352697582,0.577525464,0.732516269,0.342079759,0.565681472,0.36350007
C1orf226,5.290463724,5.582746154,9.522711499,2.128496277,2.480295684,1.454000279
SH2D1B,1.410790326,1.540067905,0.732516269,0.076017724,0,0.051928581
UHMK1,31.86034821,30.03132414,27.83561823,27.29036299,34.55008373,31.5206489
UAP1,14.69573257,17.13325544,7.325162691,16.76190819,18.58046065,16.4613603
DDR2,13.28494224,22.90851008,16.84787419,6.271462246,7.223317254,7.633501463
HSD17B7,10.58092745,10.01044138,8.05767896,17.29403225,12.74959009,10.02221621
CCDC190,3.526975816,2.695118833,4.395097615,1.178274725,0.65270939,1.038571628
RGS4,0.822961024,14.43813661,3.662581346,31.54735554,101.8226649,40.14079341
RGS5,4.585068561,6.160271619,4.395097615,1.748407656,1.610016496,1.86942893
AL499616.1,4.937766143,4.620203714,0.732516269,2.128496277,1.218390862,2.284857581
AL592435.1,1.175658605,1.155050929,2.197548807,0.418097483,0.609195431,0.415428651
AL592435.2,0.352697582,0.385016976,1.465032538,0.076017724,0.043513959,0.207714326
NUF2,21.04428904,13.28308568,27.10310196,7.905843316,6.788177661,10.74921635
PBX1,1533.529085,743.467781,1235.754946,781.5762313,777.6379678,639.6043368
AL391001.1,2.704014792,3.080135809,1.465032538,1.330310173,1.914614212,1.661714604
AL357568.1,24.33613313,3.272644297,21.97548807,6.613542005,7.005747457,8.879787416
AL357568.2,17.51731322,7.507831035,6.592646422,8.666020558,11.44417131,9.295216067
RXRG,0.940526884,0.770033952,1.465032538,0.19004431,0.65270939,0.623142977
LRRC52-AS1,0.822961024,0.96254244,0,0.836194966,0.826765228,0.311571488
AL356441.1,0.940526884,1.155050929,0.732516269,0.72216838,0.478653553,1.038571628
MGST3,183.0500449,125.9005512,122.3302169,136.7938947,156.302142,105.934306
ALDH9A1,35.62245574,21.17593369,20.51045554,10.68049025,14.22906471,11.11271641
TMCO1,81.00287791,52.36230876,82.04182214,52.52824742,56.2200355,46.5799375
TMCO1-AS1,1.763487908,0.577525464,4.395097615,3.040708968,2.349753806,2.025214674
UCK2,82.76636582,51.97729178,57.86878526,62.06847181,69.10016747,53.74608173
AL358115.1,17.8700108,6.160271619,10.98774404,9.160135766,8.789819791,7.477715718
FAM78B,84.76498545,72.7682085,74.71665945,87.0402942,90.33497964,86.98037381
AL626787.1,5.760727166,3.080135809,3.662581346,4.485045728,4.743021571,5.556358207
AL596087.3,0,0,0,0.342079759,0.217569797,0.778928721
AL596087.2,132.7318565,113.9650249,82.04182214,73.92723678,116.8784948,78.72372937
AL583804.1,5.290463724,8.855390452,4.395097615,4.256992555,4.78653553,4.362000836
LINC01675,0.587829303,0.385016976,0,0.342079759,0.522167512,0.519285814
POGK,25.74692346,27.91373077,24.90555315,34.96815313,26.41297333,33.96129222
TADA1,26.2171869,18.28830637,20.51045554,23.37545019,22.19211928,25.80850495
ILDR2,13.75520568,15.40067905,29.30065076,87.68644486,58.35221951,68.70151316
MAEL,1.998619629,1.925084881,3.662581346,7.79181673,5.743842636,5.037072394
GPA33,1.528356187,2.310101857,1.465032538,0.836194966,0.391625634,1.246285953
DUSP27,0.235131721,0,0,0.950221552,0.130541878,0.882785883
LINC01363,0.470263442,0,0,0,0,0.155785744
AL451050.2,0.352697582,0,0.732516269,0.19004431,0.478653553,0.259642907
POU2F1,193.9836699,171.5250629,186.7916486,163.0580184,175.4047702,152.2546006
AL136984.1,1.410790326,1.347559417,1.465032538,1.254292449,1.610016496,1.14242879
CD247,7.171517493,12.8980687,2.930065076,10.49044594,9.268473344,11.37235932
CREG1,19.16323527,17.51827242,19.77793927,22.12115774,19.79885151,17.49993192
RCSD1,1.175658605,1.732576393,2.930065076,0.760177242,0.304597716,0.311571488
MPZL1,82.88393168,66.41542839,58.60130153,77.76613185,79.23892,54.78465335
ADCY10,21.04428904,34.45901937,15.38284165,16.72389932,15.18637182,13.29371683
MPC2,42.9115391,29.64630717,27.83561823,28.5826643,42.60016622,27.57407671
DCAF6,104.1633524,109.9223467,81.30930587,122.7306157,142.9868705,126.1864527
GPR161,63.60313055,30.41634112,44.68349242,42.79797872,37.98768652,21.55036127
TIPRL,54.08029585,50.82224085,41.75342734,66.2874555,67.75123473,65.11844105
SFT2D2,29.15633341,23.67854403,25.63806942,28.50664657,35.5509048,25.80850495
TBX19,4.34993684,6.160271619,6.592646422,7.563763557,6.701149742,8.308573021
AL023755.1,2.821580653,1.925084881,3.662581346,4.485045728,2.175697968,2.544500488
DPT,0.822961024,3.080135809,1.465032538,1.482345622,1.000821065,1.246285953
AL031275.1,0.822961024,0.770033952,0.732516269,1.482345622,1.697044415,2.025214674
LINC00626,3.879673398,3.080135809,0.732516269,5.43526728,4.09031218,5.244786719
AL135926.2,0.587829303,0.577525464,0,0.72216838,1.218390862,1.090500209
LINC00970,14.69573257,17.13325544,15.38284165,26.8722655,34.50656977,31.67643464
ATP1B1,90.99597606,160.5520791,131.8529284,308.4419159,373.2192295,300.1991289
NME7,120.1523095,120.8953305,129.6553796,142.229162,172.4893349,134.962383
Z99758.1,21.27942076,7.507831035,24.17303688,16.60987274,17.23152791,20.25214674
BLZF1,37.73864123,33.68898542,41.75342734,30.7871783,34.1584581,36.97314994
CCDC181,17.16461564,15.78569602,27.10310196,10.64248139,17.27504187,16.04593165
SLC19A2,17.75244494,15.40067905,21.97548807,19.80261715,28.63218526,26.27586218
Z99572.1,3.174278235,5.775254643,6.592646422,9.122126903,10.39983629,11.94357372
F5,7.171517493,7.122814059,15.38284165,9.844295283,15.14285786,17.03257469
SELP,1.645922048,0.770033952,2.930065076,2.470576036,4.438423855,4.829358068
C1orf112,27.15771378,25.02610345,28.5681345,20.79084757,18.66748857,24.45836183
SELL,0.587829303,0.385016976,0.732516269,0.266062035,1.044335025,0.986643046
SELE,1.058092745,1.540067905,1.465032538,0.836194966,1.261904822,0.571214395
METTL18,2.939146513,1.540067905,0.732516269,1.140265863,2.219211928,1.246285953
SCYL3,23.98343555,22.52349311,27.10310196,29.91297447,26.41297333,35.72686399
KIFAP3,170.4704978,182.4980467,161.8860955,252.9109684,321.7857295,257.9811923
AL356475.1,0,0.577525464,0,0.266062035,0.435139594,0.415428651
LINC01681,0.940526884,1.347559417,0,0.836194966,0.478653553,0.830857302
GORAB-AS1,1.763487908,1.732576393,1.465032538,1.672389932,1.3924467,1.973286092
GORAB,10.46336159,4.235186738,10.98774404,17.78814746,16.44827664,26.2239336
AL023495.1,0.117565861,0.385016976,0.732516269,0.950221552,1.697044415,0.934714465
PRRX1,6.46612233,12.8980687,11.72026031,60.4720996,57.26437052,45.85293736
Z97200.1,0.235131721,0.192508488,0,3.838895072,2.610837562,3.842715022
BX284613.2,5.172897864,6.352780107,5.860130153,34.77810882,94.72988953,19.47321802
MROH9,2.939146513,2.695118833,5.860130153,26.11208826,38.42282612,14.85157427
FMO3,0.235131721,0.192508488,0.732516269,3.07871783,6.266010148,1.86942893
FMO2,0.235131721,0.192508488,0,1.482345622,2.654351521,1.921357511
FMO1,1.881053769,0.96254244,4.395097615,0.19004431,0.174055837,0.207714326
FMO4,1.058092745,0.770033952,2.930065076,0.304070897,0.522167512,0.259642907
PRRC2C,122.3860608,133.7933992,128.9228634,143.2554012,160.0878565,172.9741046
MYOCOS,2.351317211,4.235186738,5.127613884,1.520354484,1.522988578,2.804143394
MYOC,0.352697582,0.577525464,0.732516269,0.19004431,0.174055837,0.155785744
VAMP4,24.21856727,20.02088276,19.77793927,24.28766288,32.15681597,28.61264834
EEF1AKNMT,7.171517493,8.855390452,4.395097615,6.385488832,7.658456848,7.5296443
DNM3,363.2785091,375.9690772,319.3770933,302.1324448,358.2504274,264.9396222
DNM3-IT1,0,0.385016976,0,0.228053173,0.565681472,0.259642907
DNM3OS,16.45922048,7.315322547,14.65032538,7.829825592,7.876026645,10.17800195
AL137157.1,1.645922048,1.347559417,0,0.228053173,0.65270939,0.415428651
PIGC,75.12458488,34.26651088,51.27613884,50.89386635,40.85960784,46.0087231
C1orf105,9.993098146,6.545288595,12.45277658,3.040708968,2.958949237,4.51778658
SUCO,81.23800963,78.15844616,65.19394795,49.14545869,57.00328677,51.20158124
AL031599.1,4.585068561,12.32054324,14.65032538,25.96005281,62.35550377,121.2532375
TNFSF18,0.235131721,0.385016976,0.732516269,1.026239277,1.34893274,2.596429069
TNFSF4,1.410790326,3.465152786,2.930065076,3.07871783,3.655172586,6.491072672
AL645568.1,59.13562785,38.50169762,49.8111063,61.53634774,52.34729311,52.75943868
PRDX6,68.18819911,30.41634112,65.92646422,20.14469691,26.80459897,14.33228846
SLC9C2,11.16875675,29.0687817,8.790195229,13.91124353,18.14532105,11.52814507
AL139142.1,15.98895703,18.28830637,21.97548807,11.25062318,12.70607613,10.90500209
ANKRD45,15.75382531,11.93552626,23.44052061,15.27956256,15.92610913,11.32043074
KLHL20,61.13424748,53.3248512,54.93872018,46.56085607,54.3924492,51.98050996
CENPL,7.876912656,16.74823846,5.127613884,4.599072314,3.698686546,3.842715022
DARS2,60.07615474,67.76298781,39.55587853,18.47230698,12.66256217,16.66907462
GAS5,144.0181792,80.08353104,71.78659437,46.06674086,56.82923093,44.91822289
GAS5-AS1,2.821580653,4.04267825,2.930065076,1.558363346,1.000821065,1.765571767
ZBTB37,32.21304579,39.65674855,25.63806942,23.45146791,25.06404059,18.85007504
SERPINC1,1.175658605,0.96254244,3.662581346,0.91221269,0.435139594,0.467357232
RC3H1,143.0776523,155.9318753,126.7253146,166.744878,143.8571497,158.7456733
RC3H1-IT1,2.586448932,1.540067905,0.732516269,2.584602623,1.479474618,3.531143534
RABGAP1L-DT,1.175658605,0.770033952,2.197548807,1.938451967,1.305418781,1.713643185
RABGAP1L,418.4168977,358.8358218,403.6164643,598.5255514,609.1954311,579.1594681
GPR52,0.352697582,0.770033952,0,0.988230415,0.826765228,1.661714604
RABGAP1L-IT1,1.881053769,0.577525464,1.465032538,2.736638071,1.653530456,2.908000557
Z99127.1,19.86863043,11.16549231,17.58039046,22.4632375,16.83990227,26.95093374
Z99127.4,0.587829303,1.155050929,0.732516269,1.026239277,0.565681472,1.454000279
CACYBP,53.25733482,36.76912122,48.34607376,31.0912492,40.33744033,28.66457692
MRPS14,25.15909416,13.66810265,21.2429718,14.17730556,17.6666675,15.31893151
TNN,1.763487908,2.502610345,0.732516269,0.684159518,0.348111675,0.519285814
KIAA0040,0.117565861,0.192508488,2.930065076,0.456106345,0.565681472,2.077143255
Z94057.1,4.937766143,2.502610345,2.930065076,10.26239277,9.703612938,14.43614562
TNR,145.7816671,149.5790952,166.2811931,463.7461265,470.2118449,478.7815203
LINC02803,14.93086429,18.09579788,7.325162691,16.3438107,14.70771826,15.83821732
COP1,244.1842923,230.4326602,235.1377224,275.5262413,318.6092105,255.2289775
AL590723.1,1.528356187,1.155050929,1.465032538,1.596372208,0.783251269,1.246285953
AL591043.2,21.39698662,36.19159576,24.90555315,12.88500425,14.27257867,12.56671669
PAPPA2,30.6846896,41.77434191,47.61355749,57.84948811,32.46141368,35.57107824
AL031290.1,0,0.577525464,0,0.152035448,0,0.155785744
ASTN1,217.8495396,135.9109926,169.2112582,255.8376508,310.1239884,277.0909102
BRINP2,26.33475276,49.85969841,26.37058569,80.46476106,98.16749232,105.2073059
LINC01645,1.175658605,0.770033952,2.197548807,0.570132931,0.435139594,0.882785883
AL136114.1,5.172897864,4.812712202,2.930065076,4.52305459,2.480295684,5.140929556
SEC16B,1.058092745,1.347559417,2.197548807,1.368319036,1.131362943,1.713643185
RASAL2-AS1,0.940526884,1.155050929,0.732516269,1.140265863,1.3924467,0.882785883
RASAL2,247.005873,210.604286,196.3143601,383.1293299,537.7890238,458.9967308
CLEC20A,2.704014792,2.887627321,2.197548807,1.976460829,2.132184009,4.725500905
TEX35,0.235131721,0.577525464,1.465032538,0.418097483,0.130541878,0.830857302
C1orf220,1.881053769,1.732576393,2.197548807,13.60717263,11.96633882,17.39607476
AL137796.1,0,0,0.732516269,0,0.174055837,0.259642907
AL449106.1,0,0,0,0.532124069,0.261083756,0.623142977
RALGPS2,110.9821723,112.6174655,106.9473753,224.0242332,260.4310468,261.3046215
ANGPTL1,69.83412116,46.97207109,59.3338178,103.0040163,87.20197456,111.9580215
FAM20B,43.14667082,38.11668064,25.63806942,38.27492413,48.56157865,43.04879396
TOR3A,13.28494224,8.277864988,13.18529284,14.9374828,12.48850634,17.91536058
ABL2,143.4303499,115.5050929,147.2357701,139.2264619,136.9384301,139.5840267
SOAT1,13.87277154,10.01044138,11.72026031,12.88500425,11.53119923,11.94357372
AXDND1,3.526975816,5.00522069,3.662581346,1.786416519,1.740558375,2.077143255
NPHS2,0.705395163,0.385016976,0,0.342079759,0.130541878,0.051928581
TDRD5,1.881053769,1.732576393,2.197548807,9.920313007,9.5295571,3.998500766
FAM163A,2.939146513,3.657661274,5.127613884,7.943852178,6.570607864,4.725500905
LINC02818,0.235131721,3.465152786,0,1.254292449,1.000821065,1.038571628
TOR1AIP2,43.26423668,56.21247852,36.62581346,52.64227401,57.04680072,51.14965266
AL353708.3,0.705395163,0.385016976,0.732516269,0.570132931,0.609195431,1.038571628
TOR1AIP1,24.21856727,29.64630717,23.44052061,17.06597908,19.97290735,18.64236071
AL353708.2,1.058092745,4.04267825,0.732516269,0.304070897,0.391625634,0.519285814
AL353708.1,0.117565861,0.192508488,1.465032538,0.152035448,0.130541878,0.259642907
CEP350,97.57966425,102.0294987,96.69214752,105.3225569,117.7052601,120.2146659
QSOX1,21.51455248,35.03654483,21.2429718,39.83328748,35.02873729,36.03843548
LHX4,33.9765337,14.63064509,37.35832973,17.82615632,10.44335025,12.25514521
ACBD6,188.810772,126.2855682,167.0137094,170.1276667,146.8160989,136.3644547
OVAAL,0.352697582,0.192508488,0.732516269,0.19004431,0,0.155785744
XPR1,252.4139026,203.8664889,245.3929502,207.9084757,217.1346572,193.2781799
LINC02816,0,0.385016976,0,0,0,0.155785744
KIAA1614,11.87415191,15.40067905,11.72026031,16.72389932,13.75041116,21.60228985
AL162431.1,9.405268843,13.28308568,7.325162691,13.22708401,12.05336674,13.397574
KIAA1614-AS1,1.410790326,0.770033952,0,2.280531726,1.044335025,1.973286092
STX6,77.12320451,61.79522468,57.13626899,89.66290569,87.55008624,87.81123111
MR1,1.058092745,1.925084881,3.662581346,1.064248139,1.784072334,2.129071837
IER5,18.4578401,16.170713,13.91780911,16.98996136,16.36124872,12.87828818
LINC01732,0.352697582,1.347559417,0,0.836194966,0.391625634,0.259642907
CACNA1E,589.3576589,734.419882,387.5011064,484.0428588,479.7849159,393.3590039
AL161734.2,0.705395163,2.117593369,2.930065076,1.44433676,0.957307106,1.765571767
AL161734.1,0,1.540067905,0,0.228053173,0.391625634,0.467357232
LINC01344,6.936385772,5.00522069,7.325162691,1.938451967,4.133826139,1.14242879
GLUL,26.33475276,35.03654483,14.65032538,11.36464977,21.66995176,8.67207309
RGSL1,1.645922048,2.310101857,2.930065076,0.72216838,0.609195431,1.713643185
RNASEL,0.705395163,1.155050929,2.930065076,3.26876214,3.742200505,5.971786859
RGS16,1.998619629,4.04267825,0,0.798186104,1.305418781,1.86942893
RGS8,1.058092745,2.117593369,3.662581346,5.093187521,3.524630708,4.362000836
NPL,10.11066401,7.700339523,7.325162691,13.0370397,11.57471319,10.5934306
AL355999.1,6.113424748,5.00522069,9.522711499,9.540224386,6.875205579,8.204715858
DHX9,86.76360508,99.33437985,77.64672453,65.29922508,79.32594792,63.66444077
SHCBP1L,1.293224466,2.502610345,1.465032538,0.342079759,0.261083756,0.311571488
LAMC1,53.49246654,36.19159576,61.53136661,85.82401062,93.85961035,96.17173271
LAMC1-AS1,1.293224466,1.347559417,1.465032538,2.052478553,2.219211928,3.271500627
LAMC2,6.46612233,23.10101857,2.197548807,6.385488832,6.657635783,8.464358765
NMNAT2,299.7929444,408.5030117,247.590499,365.6452534,387.7093779,341.1188511
AL354953.1,5.055332003,5.582746154,4.395097615,3.458806451,3.089491115,3.427286371
AL449223.1,2.351317211,3.272644297,2.197548807,1.938451967,1.522988578,1.817500348
SMG7-AS1,0.352697582,0.577525464,0,0.114026586,0.348111675,0.36350007
SMG7,68.65846255,84.70373476,58.60130153,69.40418219,77.01970807,66.83208423
