Gene,hCS_d227_2242-1,hCS_d243_1208-2,hCS_d257_8119-1,t.hCS_d224_2242-1,t.hCS_d227_2242-1,t.hCS_d276_8119-1
DCLK2,92.99617308,76.21998312,184.8204954,128.3425815,91.53186855,89.62620616
LRBA,12.8550552,14.47480588,17.86373289,10.56886167,12.37481842,10.96244564
AC110813.1,0.864306203,0.617303002,0.723917409,0.267671998,0.214137935,0.497106168
MAB21L2,0.143007127,0.636768194,0,0.074405026,0,0.074025562
RPS3A,178.1516984,89.63723549,118.3819735,36.60795416,63.80987021,22.71899152
SH3D19,24.23591516,23.78767291,33.68984488,26.1293026,23.5862495,32.59500061
AC095055.1,0.517346164,0.867833919,0.649970855,0.233752448,0.34531666,0.253702162
PRSS48,68.17992517,17.60828465,93.47335635,41.01346673,29.92313756,62.84417179
AC104819.3,1.178550866,1.68348436,1.903730425,0.306593489,0,0.464807418
FAM160A1,1.205263416,2.468348706,2.932030984,1.354024779,0.946121309,1.398778719
GATB,1.078931792,1.079152045,1.323093456,1.53701497,1.412625743,1.442997222
AC092611.1,0.791608101,0.919271065,0.727351195,0.802214543,0.66851317,1.125323222
AC107074.1,0,0.071860367,0.112361829,0.069797843,0.099711361,0.092589167
AC097375.2,0,0.132751395,0,0.469714324,0.897984678,0.549786811
AC097375.1,0,0.291073756,0.62417391,0.969323677,0.545245426,1.414424212
AC097375.4,0.431396352,0.303296782,0.361324873,3.464958445,3.735006624,2.530801955
AC097375.3,0.097008943,0.109124706,0.182816622,0.605672157,0.236591058,0.572454078
AC097375.5,0.079905766,0.099872732,0.120468088,0.432370498,0.4521189,0.694882596
LINC02273,0.125749351,0.104781184,0.105323952,0.098138995,0,0.216974417
AC079340.1,1.098028757,1.492491229,1.10361184,5.441558354,5.891460234,16.19879113
AC079340.2,0,0.161413628,0,0.671917549,1.616804144,2.785378259
AC080078.2,0,0,0,0.255415742,0.383124216,0.542108004
FBXW7,11.06337732,14.00386355,10.36223064,30.74759332,35.54246849,28.55110999
FBXW7-AS1,0,0.305470952,0.614106589,1.080848014,2.62265004,2.108501392
AC023424.3,33.64632191,15.79481106,37.12237704,27.87855455,21.14669266,25.47141073
MIR4453HG,1.484974092,1.013247149,1.243770544,2.223240786,1.95125163,2.279880385
TMEM154,0.190767857,0.218567431,0.19972692,0.144746008,0.090466397,0.183781391
TIGD4,3.25679473,2.318847791,2.670532425,1.464879474,1.673457658,1.248288174
ARFIP1,17.76167614,16.90952382,19.06852025,14.90337992,17.00179146,14.2430973
FHDC1,0.432083393,1.180647779,0.473550417,0.369498599,0.520168749,0.333113158
TRIM2,50.78156407,27.30560278,52.39550899,49.60917332,57.24675226,42.57944175
MND1,11.03115588,32.58269221,10.63367623,5.447201329,5.869838246,6.042342625
TMEM131L,12.68540103,17.17947994,10.37477992,7.328893633,6.400305864,6.433907465
AC106865.2,3.911281498,5.666375888,2.955249396,1.38749761,0.773797961,1.274235137
TLR2,0.05228107,0.212371697,0.051087265,0.049868981,0.090671017,0.156361322
RNF175,4.273157746,2.776167332,2.714658875,14.14779796,19.38186716,14.35794349
AC020703.1,2.384893171,1.472241001,2.11931602,6.037714391,6.355498823,5.660658477
SFRP2,5.465938745,25.56222557,1.888470061,2.156599492,1.525618797,1.336088457
AC079298.3,2.870762862,6.54046834,2.742959226,6.010757699,9.353304729,5.674725756
DCHS2,0.436627596,0.557670617,0.363420744,0.836278795,2.087150697,1.017062695
PLRG1,4.483898411,5.62511206,3.720151179,2.857987562,4.604149741,3.347030484
LRAT,0.631450327,1.71169138,3.415850742,0.48024939,0.553229333,0.416383553
AC009567.1,0.808149165,4.274847785,2.610830297,0.450504719,0.506818605,0.298804769
RBM46,0.150512012,0.359783642,0.245825632,0.070478762,0.051390844,0.05453725
AC097467.3,6.118586125,2.075601011,9.244364881,4.964220289,4.336554434,6.556039932
AC104407.1,0,0.321098854,0.294449679,0.11255918,0.105524397,0.205306072
NPY2R,0,0.125529074,0.189268973,0.032658793,0.057152977,0.086645956
MAP9,5.081156899,5.067844839,5.5626672,6.123166341,6.952995823,6.269940866
AC107208.1,0.249749935,0.058529588,0.196109238,0.322824975,0.472056131,0.210079067
GUCY1A1,1.561006127,1.448523548,1.895146139,8.560644425,8.260193967,4.189796314
AC104083.1,0.220193606,0.478006553,0.058240319,0.416049291,0.938373517,0.347939014
GUCY1B1,2.381320007,3.039385155,2.027007568,7.669937962,10.82086477,7.235327652
ASIC5,0.232295235,0.067001883,0.516341978,1.478218608,2.074390222,2.182895686
TDO2,0.2763428,0.313014878,0.426748082,2.574526633,4.172941308,2.187393951
CTSO,2.004365826,1.409186012,2.885433644,1.605010352,2.159027472,2.420905325
PDGFC,13.51069649,10.33951438,8.683905372,13.08758269,15.28990107,13.34907066
AC092608.1,2.270081926,1.702399914,1.426015299,1.505900604,1.328737916,2.350149866
GLRB,10.03632608,7.221581943,4.165638382,13.09864722,20.55821266,14.84066621
GRIA2,37.34899195,38.78606466,28.56127941,124.6987588,119.038035,127.9683807
AC093817.2,8.154517182,4.3354793,9.977382347,9.759804785,13.17931915,7.276616128
AC093817.1,0.261255118,0.454820667,0.609568855,0.757313967,1.456375302,0.65685531
AC017037.5,1.825126792,2.188352831,3.039569586,3.676913512,2.442998178,4.526013407
AC084740.1,1.571241719,2.441381127,3.380203169,2.334913483,1.154860103,1.87177419
GASK1B,3.480528211,2.945430004,3.068194974,2.380157068,2.858894289,1.759838745
FAM198B-AS1,0.639539927,0.186402828,0.438880928,2.524951522,1.77208255,1.413215673
AC098679.6,0.574211249,0,0.641256564,0.946059909,0.746890576,0.396309483
TMEM144,0.724214555,0.482286048,0.63814493,1.043448429,1.106108223,1.017771433
AC098679.5,0,0.077513775,0,0,0.121000349,0.192612897
RXFP1,0.890400097,0.969617685,0.998085268,19.98143773,10.40268073,14.23002513
C4orf46,1.828354,2.042616096,1.048887286,0.723227616,0.586401692,0.527229902
ETFDH,8.997921657,8.637084097,8.219980023,16.79240546,12.84436794,14.76200634
PPID,9.4313513,9.676605872,6.310457768,8.601399213,9.564958969,8.267604916
FNIP2,6.322749766,4.956858033,5.849363859,6.898802224,8.02043558,6.98004783
C4orf45,33.58903959,16.76616174,28.95310067,28.50594376,24.55080255,30.61441859
RAPGEF2,18.14911261,17.26784148,14.99465561,16.00284389,23.88983191,15.73097376
LINC02233,3.505497779,2.835579708,10.51313817,0.706014857,0.799783713,1.668233713
LINC02477,0.256645818,0.801942091,0.913575645,0.233677465,0.18777683,0.287839456
FSTL5,10.22329945,17.58741549,16.46276273,19.88875945,15.45968097,13.4832565
AC023136.1,2.852291172,1.439721918,4.858388957,3.232014621,1.070205199,1.959131718
AC021134.1,0.63113174,0.908574443,1.005316922,2.559533596,1.066474008,0.455041104
AC022272.1,16.0693753,7.239307744,12.74053824,8.370864704,11.41483345,9.933239606
NAF1,6.902341627,8.105755171,6.456025305,7.203878834,7.934181429,7.178632881
NPY1R,0.380723539,0.585306905,0.181763206,7.036023444,4.657510171,1.213988218
NPY5R,0.090789676,0.170214491,0.171096204,1.247053205,0.84140796,0.563951481
TMA16,6.602099392,5.504934544,5.063945287,3.083166468,4.35740991,3.288519305
1-Mar,44.40710257,39.42773762,44.21638154,35.03807906,42.56924494,34.30692213
AC093788.1,1.896142864,1.133900267,2.54652182,0.765420638,0.797314418,1.590724416
SMIM31,0.646012656,0.623390564,0.799686135,0.177942303,0.092678428,0.186870067
APELA,0.166114936,0.272506461,0.117393449,0.089128631,0.050641347,0.128980476
TRIM61,1.432915265,1.004778803,0.680409981,1.012629277,1.232768014,2.429596481
FAM218A,0.877817197,0.169799716,0.262583507,1.391904234,1.984554078,2.538810172
TRIM60,0.371909442,0.461701867,0.441993797,0.047067657,0.049028887,0.124873635
TMEM192,3.830612758,2.441337532,3.41407558,6.4366824,4.999993015,5.666637871
KLHL2,17.84088527,12.59560374,9.128603004,37.4547261,43.35713417,31.46233973
GK3P,0.600271396,0.152081363,0.305738291,0.683715673,0.807165605,1.125316674
MSMO1,19.39260467,20.22084891,19.17080568,32.26787435,21.16779202,16.87534505
CPE,94.66732911,77.3659298,74.09838845,147.2929438,219.2639089,133.3139653
AC080079.2,0.119416563,0.185660577,0.212237126,0.027277076,0.028413665,0.051260597
LINC01179,0.308239973,0.262679598,0.440067135,0.076542064,0.09567773,0.159555944
TLL1,0.523477251,2.811086546,1.301254356,1.829671693,5.537173039,10.8426868
AC097487.1,1.200542791,1.459981083,2.282845906,3.013413522,3.291969526,1.713168668
SPOCK3,1.291469968,2.471983811,1.919870933,1.810009755,3.02108517,1.883030051
AC116634.1,2.983100946,2.097293854,4.855151419,0,0,0.701890396
ANXA10,1.320505172,0.851026101,1.244268252,0.592575651,0.338155115,0.786071368
AC068989.1,0.16028648,0.354170893,0.316449334,0.142963341,0.134028343,0.177792788
DDX60,1.88679949,0.741172332,1.834308888,1.055306969,1.209573012,1.906840393
DDX60L,0.615784933,0.441696523,0.613904513,0.770483144,0.766106603,1.065948403
PALLD,19.19533804,16.90559133,31.33786892,18.08190629,16.39937834,15.94746541
AC080188.1,1.81174745,1.18369994,2.759029601,0.814091407,0.535587294,0.852567954
CBR4,42.93193598,25.47896748,60.64368661,37.33326432,32.89692453,36.29249974
AC021151.1,0,0,0,0,0,1.028672154
SH3RF1,14.02852136,13.48794932,14.42409785,29.10188856,36.24774938,33.41567802
AC096741.1,46.14823531,12.88876419,41.06319629,61.70924524,53.605814,81.02206226
NEK1,14.72600888,12.96655804,20.31592916,17.32298552,19.57913232,16.62002619
AC084724.1,13.51524676,5.689946688,18.15950348,8.162152313,7.071604456,11.82194803
CLCN3,13.15930251,11.8877419,12.7759588,13.28248068,16.89447377,11.77993079
HPF1,30.34821761,22.33546892,25.40984772,25.44781401,28.40013773,24.55683494
AC079768.3,1.374057145,1.502732418,3.836232594,2.204295758,3.351130575,3.003100823
AC079768.4,0,0.321003374,0,0.367466773,0.375818881,0.221571333
LINC02275,0.471898414,0.46838413,0.802121361,0.384533167,0.412967606,0.438251556
AC084866.2,0.906409175,0.480252772,1.584379027,0.738148174,0.692015,1.387169082
AC084866.1,1.198526305,0.733721997,1.72088626,3.779658232,2.314567076,4.254169587
MFAP3L,3.352649481,2.587049956,4.713045006,8.323075965,8.793900977,8.779547961
AADAT,4.204008285,3.960014346,4.06385552,8.30589634,8.84941689,7.59537576
LINC01612,0.152498413,0.207932652,0.174174787,0.227210179,0.108195494,0.129172235
LINC02512,0.494496867,0.993314635,0.621264008,0.882107141,0,0.585072274
AC074254.2,2.138124709,2.352875955,2.45265883,2.756923048,1.360326011,1.732334395
GALNTL6,10.59810418,6.513551631,6.781086949,37.70625054,57.46859778,13.80994037
AC105285.1,0.830723754,1.108762664,1.053624462,1.287387358,1.115274375,1.548043502
GALNT7,6.339821572,6.347845251,5.503953983,10.74689033,9.628957853,9.356579467
AC097534.1,5.002458846,7.79742456,4.092472314,4.312653136,3.404731512,4.396043285
HMGB2,13.21530888,11.80840524,8.975522036,2.048942743,3.139911183,2.09076223
AC097534.2,2.563908049,2.1966212,2.864205051,1.007001778,0.779384078,1.034742523
SAP30,24.12408605,18.98983862,24.8692057,15.79175631,11.42826266,16.03479066
SCRG1,17.35905358,13.07149893,19.97368743,10.94745005,13.3425154,11.33736612
AC093849.4,2.003141588,3.72249425,1.682692525,1.260740817,1.312318641,1.246709177
AC093849.3,1.319068279,1.731112862,1.574358132,1.492695177,0.900765747,1.12661428
AC093849.1,0.288102068,0.295791022,0.120652902,0.107068799,0.080301726,0.0852182
HAND2-AS1,0.074292423,0.074999657,0.095132673,0.03010515,0.018118869,0.011832736
LINC02269,0.385371232,0.549101905,0.803711217,0.126317765,0.067670338,0.103730547
LINC02268,0.371956439,1.934322053,0.53406815,0.518370055,0.285103979,0.238380192
FBXO8,5.597367663,7.016265554,5.83991326,3.543516207,5.176403547,5.002055629
CEP44,4.353833705,4.514747619,4.329716039,2.80316522,2.902566881,3.239830487
AC116616.1,3.063680238,16.92108767,9.986782556,1.098566834,1.050102301,5.143360772
GLRA3,0.454933855,0.336992887,0.931281102,1.911783881,2.119724745,1.017711602
ADAM29,0.249282204,0.247986827,0.236488252,0.345422243,0.352370946,0.194872675
AC022325.2,1.405716488,1.821573715,2.181628318,2.226402924,0.645335195,1.241283111
AC131094.1,0.31900625,0.179423991,0.213752188,0.082987711,0.103734802,0.132103161
GPM6A,207.4426499,123.6589806,228.4422427,270.1713273,295.6483858,207.4460595
AC097537.1,105.782262,26.55859652,104.8699645,81.7955754,93.90907254,99.83971371
WDR17,13.90300162,6.625566367,11.17661407,16.67539639,19.73485526,13.52944978
SPATA4,1.094334118,0.920925354,1.499861475,0.776413549,0.521653673,0.630837314
ASB5,0.273023367,1.535610734,0.270800914,0.078501889,0.098127516,0.081820651
AC019163.1,4.073866695,6.333764927,4.244382586,5.660850275,5.622086166,5.349095202
SPCS3,5.369712752,7.409001355,4.599729391,5.520645391,5.926737312,5.503975962
AC093801.1,40.19645327,40.35087839,77.73980116,8.954222377,4.399926533,9.010953206
VEGFC,5.910459958,13.46022999,10.01733485,1.845088159,1.367990308,1.391756054
AC097518.2,0.580493405,1.214243409,1.657514221,0.876120068,0.706700525,0.248333867
NEIL3,1.268799736,0.857918419,1.659394399,0.592504919,0.760923609,0.376838547
AC027627.1,8.894470397,1.810919431,9.303755595,3.015330387,2.080895335,2.08330018
AGA,3.850729949,2.061137401,3.727073001,3.668024983,3.722506453,2.770109467
AC078881.1,12.5081099,7.040810949,8.119967204,22.8848684,25.81972332,3.176042375
AC103879.1,7.843800724,2.896583384,3.732804755,16.78792584,12.75327863,1.476447092
LINC01098,6.38809218,7.180245792,3.670529191,18.34704094,23.70174421,1.28506946
LINC01099,13.25156764,6.291283498,5.541599229,33.38511285,27.32019363,2.38162772
AC108169.1,0.599545424,1.057133814,0.860848426,0.568170694,0.919101097,0.546800059
AC096747.1,1.321151327,1.465934446,0.609735723,0.420845155,0.420845817,0.44661211
AC104803.1,3.380018958,3.812901131,3.382810207,1.654263546,1.341296876,1.423417801
LINC00290,6.490405397,8.671150997,8.860532837,3.90867922,3.440041966,7.301317196
LINC02500,0.091281909,0.149745173,0.172023834,0,0,0.141752262
AC093840.2,0,0.055449835,0,0.076940461,0,0.102064088
AC084741.1,0.362012212,0.727187677,0.584763612,0,0,0.267700518
TENM3-AS1,2.301628275,3.594412959,2.29723203,1.196229597,0.956792862,1.326617366
TENM3,10.83027545,13.40961525,7.681496785,12.53273368,8.805322685,6.476052227
AC079226.2,19.5991774,18.59185852,14.99463346,29.54154253,10.72994344,16.41407276
AC079226.1,0.477790892,0.767805367,0,0.958844502,0,0.565306319
DCTD,3.138980998,4.8112997,3.383433184,3.336867394,3.045152179,2.860456498
WWC2,4.411612121,4.246266133,3.65062483,8.262180869,8.057648989,6.756716109
WWC2-AS1,10.72697995,5.203591817,8.858943561,11.65011893,8.635151976,14.67767484
CLDN22,0.082192621,0.121075856,0,0.13745543,0.148910284,0.170183266
CDKN2AIP,2.075725596,3.261881978,1.261251041,1.49036835,1.8335094,1.500349722
AC107214.1,12.58873188,6.156273489,11.43069578,19.17165618,14.87903601,16.04689256
ING2,5.015322743,8.475203729,6.145623264,6.652257988,8.666378745,5.436694557
AC107214.2,0.860411178,2.554103341,0.300272938,0.895324835,1.072526228,0.841272101
RWDD4,5.667168031,6.509060239,4.714394153,7.626190988,6.881188214,7.006288284
TRAPPC11,10.84380942,6.565978098,9.68650372,13.91717132,12.50198836,12.86993729
STOX2,14.24216243,7.713994931,12.55976307,14.1721689,14.22161695,12.43385404
AC074194.1,0.509233337,0.291073756,0.327691303,0.358649761,0.19386504,0.462902469
ENPP6,1.076948509,0.849493868,1.361280694,3.715565732,3.081361942,4.867636513
AC107222.2,0,0.050966628,0,0.195186382,0.201551473,0.247663802
LINC02363,0.200847086,1.119197882,0.266354036,0.322203761,0.250361424,0.265689807
LINC02362,0.526533514,1.26759891,0.586341454,0.574360162,0.69460332,0.638020449
IRF2,9.73332749,12.65903467,11.48439331,13.22788977,14.27181381,13.92946074
AC099343.2,0.971899507,0.745420371,0.610525792,0.827457646,1.336001425,1.189121018
AC099343.3,1.23498624,0.329147087,1.292985107,1.162258977,1.228405728,1.428962477
AC099343.4,8.89947061,1.777092526,5.855087493,4.95222498,4.392281135,4.116029198
LINC02427,3.216569773,1.227501822,2.505685514,4.711432851,4.965616956,3.149268518
LINC02365,0.788710246,1.99399296,1.771610332,0.466315018,0.582894689,0.569095833
CASP3,9.837034728,11.35763972,7.998425862,7.505821976,11.0343915,6.958883737
PRIMPOL,13.27839208,7.517279794,15.5083382,13.28859697,10.81237254,16.50282988
CENPU,2.984444054,2.169606781,2.492394699,1.432806782,1.324160008,1.42324752
ACSL1,1.880837292,2.55878103,1.005790104,3.425025928,4.25306086,3.814468259
AC084871.1,6.273450926,1.357108212,2.728276087,9.829682972,9.980345143,12.09017384
MIR3945HG,0.155124025,0.145414976,0.088586804,0.077040709,0,0.087597489
LINC02436,0.171776073,0.213357847,0.231997756,0.063678398,0.041893749,0.066688042
AC093824.2,0.259762232,0.365255982,0,0.439242101,0.67575814,0.537848584
SLC25A4,8.389222246,6.773544212,4.708957598,8.741090984,16.30674927,6.797048918
CFAP97,6.303833174,7.572256237,4.791090196,6.702134645,6.096222585,5.117114757
SNX25,15.1318717,15.65314153,11.71006405,27.15093022,26.86985138,21.12471314
LRP2BP,12.50517501,8.69247478,14.40213452,17.66471236,14.0872848,15.25670354
AC112722.1,64.43165408,45.58958817,95.47840495,74.21815811,63.71207763,70.33874434
ANKRD37,5.824377308,5.497663638,4.968457567,4.776489776,5.143920152,5.793072478
UFSP2,13.15642405,11.01377828,11.8006616,11.18720951,9.971871943,12.45719017
C4orf47,42.84048422,26.53706221,74.11448316,44.15177101,34.21767632,35.34799165
CCDC110,2.066680273,1.117380589,3.156723342,2.001074652,2.141621723,2.326009956
AC106897.1,1.232861966,0.997871778,1.078098233,2.081162255,2.437210138,3.210544786
PDLIM3,2.469787882,1.935051433,1.996233724,3.401021555,3.599484993,5.922509128
SORBS2,8.358276034,7.548751325,7.095309013,30.11669065,31.45257217,29.80769533
AC093797.1,2.236075109,1.460933185,1.064131037,5.063456472,5.668303852,5.43660996
AC108472.1,38.20074029,8.32037628,32.6529814,48.64248157,56.0671499,61.1244318
AC096659.1,0,0,0,0.301567366,0.753919601,1.14296906
TLR3,0.225353909,0.152099457,0.164212321,0.119594129,0.180270845,0.153979554
FAM149A,3.368578833,2.112421205,1.430169273,6.499855834,6.833018181,5.651979813
CYP4V2,1.973416361,1.451417066,2.95100631,2.123719003,2.239958,2.836457881
KLKB1,1.829771695,5.662268257,2.70375436,1.549720777,1.845874508,1.420732107
F11-AS1,2.493163668,2.774812884,2.29111743,25.48723897,24.63128599,0.857326473
MTNR1A,0.235109338,1.101970464,0.354457178,0.146789745,0.229359338,0.14604112
FAT1,5.348045948,5.633612186,7.717603269,2.25001568,3.052082309,1.979463767
AC107050.1,0.59120327,0.265052404,1.033407525,0.200606427,0.526592698,0.292722229
AC110772.2,0.44952673,0.491623214,0.541233619,0.33620794,0.237538592,0.096954576
AC108046.1,0,2.876280229,0,0,0,0.635309204
LINC02374,0,1.032194168,0,0,0,0.414526847
AC097652.1,0.559090896,2.486105835,0.27016042,0.391581088,0.811133529,2.493337805
LINC02514,0.791109876,1.083869825,0,0,0.415564117,1.134018098
LINC02515,4.990658629,12.85967095,2.241464621,1.806319635,3.128136578,15.84948922
LINC02492,0.62243812,0.669567643,0.76918401,0.238904017,0.089589147,0.10563805
AC097521.1,0.135773554,0.166774965,0.176461958,0.021923217,0.027404065,0.024234899
TRIML2,0.178852684,0.186287204,0.324570433,0.13182802,0.077546016,0.13372738
LINC01060,1.043257023,1.131366261,13.90372136,0.199557018,0.129712265,2.027747852
AC093909.2,0.264512663,0.49591419,0.996966058,0.26541581,0.221180189,0.23472195
LINC02508,0,0.333436603,0.536262092,0,0.347000219,0.368245313
AC093909.4,0.195435901,0.390834718,0.622027138,0.223702902,0.279629067,0.445124043
FRG1-DT,5.457905857,5.111075239,4.713799028,8.25801006,7.521631892,3.855439013
FRG1,17.40284247,13.65302704,11.80007891,16.61288195,16.33966945,12.79723935
PLEKHG4B,1.261973761,1.035648475,3.617431234,1.187552652,1.513332012,0.488163082
CCDC127,0.895778283,1.49675064,0.726584522,0.93948596,1.021048683,0.797215585
SDHA,2.97005191,4.083866081,2.554235002,4.581887409,4.529950282,4.846671301
AC021087.1,3.425344882,2.775572274,4.157572192,3.352894314,1.925651788,3.065324782
PDCD6,7.388904168,6.131703242,6.2146741,5.568052187,6.886912668,5.725323133
AHRR,6.370222358,9.580883065,3.452885782,3.67096417,4.247836646,2.838314033
EXOC3-AS1,5.886173642,3.501986595,5.632203061,5.233764981,4.853329096,5.565530793
EXOC3,3.448119602,4.063867328,3.627929628,4.127787417,3.624492719,4.288296729
AC010442.1,0.52591052,0.318392175,0.399191485,0.316379398,0.47029444,0.374316169
SLC9A3,0.310745573,0.355480274,0.291150986,0.242516226,0.431597352,0.141768686
SLC9A3-AS1,2.632762421,5.548452733,3.492788013,2.869575078,1.693501892,2.878151196
AC106772.1,3.333102523,1.057518729,2.448113575,2.841381284,1.850902689,2.123485665
CEP72,2.042884033,2.160334822,1.930244776,2.002800922,1.78704146,1.616791819
TPPP,1.333060904,2.290189147,1.598382126,2.36950111,3.238784781,2.345609937
AC026740.1,0.383130135,0.323235382,0.529482545,0.20930529,0.635392057,0.317314799
ZDHHC11B,1.119730069,1.515467173,1.148731083,4.560695451,3.975102199,5.192500445
AC026740.3,0.069925228,0,0.122991352,0.130972761,0.163716208,0.21717467
ZDHHC11,1.861137424,5.050089894,3.367738275,3.044454259,2.687287872,8.740458488
BRD9,4.148016648,6.039361305,3.476914715,8.446078882,4.062050188,6.400411287
TRIP13,0.675689646,1.095608984,0.791548053,0.776743975,0.819501812,0.794051841
AC122719.3,1.442625709,0.499775346,1.011295224,0.57109515,0.530303473,0.530303737
NKD2,0.645242723,1.190203786,0.235351289,1.908688862,1.797013083,1.788518928
SLC12A7,1.186178301,2.602404932,1.173184972,0.685436476,0.768162776,0.55913917
CLPTM1L,3.655736605,4.823726372,3.645255692,3.123919,3.11940957,2.773833549
AC026748.3,0.97286279,1.410976065,0.933992516,0.307999516,0.617790698,0.475083294
LPCAT1,4.263844921,5.07190288,3.30469961,7.404105929,6.515586932,4.632281494
AC091849.2,0.481736316,0.985276251,0.605232216,0.375963114,0.76901667,0.770760856
AC026412.3,4.61608381,2.223446005,2.429806442,4.001246756,4.111607889,4.344452235
MRPL36,21.78961325,14.29604057,14.90231988,7.968604969,12.5251408,6.567279001
NDUFS6,62.929534,33.28391287,44.52971097,21.20647729,35.43247691,19.24418031
AC124852.1,0.29439239,0.636694556,0.269470585,1.81341278,1.202105837,0.801125192
AC094105.2,0.525699345,0.164265459,0.256847664,0.121562468,0.113964993,0.201570837
LINC01019,0.484444763,0.52112576,0.897986049,0.074375779,0.147202294,0.131549269
AC106799.2,0.634460091,0.721292436,0.822547221,0.326590837,0.256795618,0.202641541
AC022424.1,0.696935435,0.457736611,0.914638317,0.128183011,0.14290696,0.073530396
ADAMTS16,6.81268506,3.919958732,8.948799336,2.690695716,2.763312538,2.263587549
AC022424.2,24.96540098,3.066147863,40.75828134,1.354491059,3.125753512,0.967495617
AC091978.1,6.102329277,1.78297899,6.511713901,4.576911171,3.788327701,4.397681061
ICE1,6.598038487,6.047628126,6.280709523,7.999170294,8.510710996,8.486041661
AC010266.2,0.055862846,0.043638707,0,0.341511642,0.554049013,0.057833181
LINC02145,1.586300321,2.28397799,1.094172807,1.618302958,1.416017314,1.491979336
MED10,18.64834548,21.64189591,12.90941661,20.22558336,15.63868925,14.84565967
AC093307.1,1.887806917,0.755051125,1.881594025,1.139357864,1.080427259,1.120517882
UBE2QL1,4.102436603,4.308306348,1.537193693,9.625096361,12.33731465,7.797055731
LINC01018,0.082852474,0.116500237,0.046263194,0.082622182,0.139200635,0.123896874
NSUN2,4.106061189,4.705561986,3.339999256,4.750918359,5.407077654,5.344947632
SRD5A1,3.304187389,2.90007261,2.968731759,4.02611657,4.389527756,3.519404089
LINC02102,0.5140898,1.389517148,0.721232335,0.795738827,1.103337082,0.709629646
TENT4A,7.056683242,9.337001292,6.33179062,9.529812095,8.046954725,9.57129592
LINC02236,0.235037507,3.364990477,0.331083552,1.584177874,1.660610118,2.448022147
AC122710.2,0,0.262558212,0,0.262308662,0,0.347961191
LINC02196,1.329930216,2.428898541,2.928816038,1.783555566,1.961019445,3.260099443
AC025756.1,0,0.04949268,0,0.051505875,0,0.109318818
LINC02123,0.518208379,0.179916394,0.482262299,0.464342261,0.355746646,0.218568403
ADCY2,10.1494824,10.04504656,30.03932651,21.89993292,21.82575408,21.26082136
AC093305.1,71.99029923,66.55931159,187.6013277,76.34630971,60.26157361,98.45101946
C5orf49,12.29405805,8.40045119,17.13915661,3.213644364,4.074861219,3.112914782
MTRR,3.805688591,3.882273489,4.125042226,4.473328825,5.295934639,5.494641706
FASTKD3,1.909347871,0.994357668,2.13228469,1.597738558,2.276574063,1.592335528
AC025174.1,0,0,0,0,0,0.638125438
AC091912.3,2.326668516,4.426508621,1.973416702,1.585960489,2.183572222,3.750304749
LINC02226,1.394019118,1.807995372,1.031637155,0.625937558,1.173634766,1.976969169
MIR4458HG,1.868900942,1.834603677,0.881161255,0.914463396,1.298769499,1.995689554
AC091953.1,8.166767135,5.995363335,11.00207843,3.033227793,3.191613375,15.12699141
AC091932.1,4.613263679,4.12493094,7.222583813,1.550917884,2.631025546,7.861994322
LINC02199,0.03778324,0.070836855,0.038838431,0.058974606,0.036859187,0.110235693
AC021088.1,0.602347204,1.376326887,0.993250656,1.704083066,2.130107181,3.078988268
SEMA5A,4.446855885,9.348036579,11.13654457,42.93895976,46.28988556,50.31697022
AC091906.1,26.66272183,14.89463864,75.85708445,177.3559881,169.2203808,281.4076061
SEMA5A-AS1,0.649792361,0.473761977,1.768802539,4.676770247,4.208395505,7.381136259
AC027335.1,0,0,0,0.392013774,0.490017988,0.866698915
SNHG18,1.118402228,4.674128314,0.858679023,1.357748716,1.651728155,1.415149186
AC026787.1,0,0.676399966,0.543922979,0.506817808,1.478220932,0.672310729
LINC02112,1.530936995,2.837618227,1.559120976,3.783515518,5.091461303,4.634732978
LINC02221,1.291781058,1.960553081,1.725980223,2.368350246,1.760263085,3.523793719
AC034229.1,0.514198833,0.210881856,0.444136472,0.200648973,0.188108708,0.332709445
AC034229.4,0.618481504,0.901866621,0,0.429052113,0.737434478,0.640295933
ATPSCKMT,6.171824106,4.055928928,5.296832902,12.13174236,9.521812759,9.063744649
AC012640.1,4.31678515,2.477511503,4.205916055,4.36590147,2.406406168,4.788259556
CCT5,6.944807923,6.182617213,4.254523475,6.208623029,7.81847254,6.087921918
AC012640.4,0.641765514,0.434487508,0.582317542,0.306078206,0.486943366,0.479845305
CMBL,5.195776717,4.631995834,4.78077325,1.49699156,1.55634076,1.156782083
AC012640.2,1.51359791,1.418863414,1.479035846,1.023760723,1.24689002,0.975012231
6-Mar,15.97027849,17.32475921,16.65092849,15.14287976,17.43008038,13.51614818
ROPN1L,5.393226869,5.446976255,13.50966825,1.707077797,1.286825935,1.780481307
LINC01513,2.572524517,2.882052029,6.306353374,0.93039018,0.306049882,0.779490701
LINC02212,0.576500702,0.515853671,0.938284775,0.061352783,0.076691099,0.094950932
LINC02213,2.252999713,2.086230901,5.661138525,0.493186263,0.348447364,0.341336363
ANKRD33B,1.309631352,1.176746013,0.906086969,6.846052364,6.202552032,7.26021504
ANKRD33B-AS1,0,0,0,0.634331357,0.283184087,0.901566112
DAP,8.457794376,12.86468058,7.454059027,7.621116346,6.562051859,8.083998099
