Gene,hCS_d227_2242-1,hCS_d243_1208-2,hCS_d257_8119-1,t.hCS_d224_2242-1,t.hCS_d227_2242-1,t.hCS_d276_8119-1
AL627309.1,1.87894681,2.840879857,2.77944642,3.902497125,2.897313026,4.706175106
AL627309.5,4.757978212,2.755653461,5.216221364,6.55146487,4.168583027,11.29482025
AL627309.4,0.636417468,0,0.418820693,0.283817973,0.325208605,0.815737018
AP006222.2,0.212139156,0.227270389,1.028014429,0,0,1.254980028
AC114498.1,0.212139156,0.482949576,0.114223825,0.141908986,0,0.313745007
AL669831.2,2.606281059,0.19886159,2.132178076,1.087968895,0.916496978,2.635458059
LINC01409,70.58172774,40.59617316,67.73472852,56.66898855,56.43847517,66.82768651
FAM87B,1.545585279,0.823855159,1.903730425,1.158923389,1.832993955,2.196215049
LINC01128,10.03115152,23.66452921,9.404428299,16.10666995,20.39944886,17.13047739
LINC00115,4.303394306,3.721552613,4.454729194,6.456858879,5.114644423,7.843625177
FAM41C,0.57580628,3.096559044,0.228447651,0.378423964,0.591288373,0.564741013
AL645608.6,6.485397053,6.193118088,2.550998769,4.730299545,2.099073723,1.474601533
AL645608.2,3.182087339,2.698835864,1.446835123,2.696270741,0.827803722,0.941235021
SAMD11,3.212392933,8.238551585,3.312490939,2.270543782,1.182576745,0.627490014
NOC2L,20.81994288,25.11337794,22.61631745,36.73077597,25.36627119,34.44920178
KLHL17,6.000507554,12.07373939,4.607027628,9.720765565,5.794626052,7.874999677
PLEKHN1,0.666723062,0.852263957,0.723417561,0.567635945,0.502595117,0.376494008
PERM1,0,0.255679187,0,0.283817973,0.384337442,0.501992011
AL645608.7,7.212731302,8.863545154,11.04163646,3.476770166,2.187766979,4.141434093
HES4,173.2873848,74.09014667,262.9432463,99.8093204,99.48426869,71.1573676
ISG15,48.76170027,15.31234243,32.40149183,14.68758009,17.7682156,14.65189183
AL645608.1,3.606365651,1.448848727,5.977713534,1.419089864,1.389527676,1.568725035
AGRN,15.57707516,37.27234372,15.64866409,23.74610372,14.78220932,17.5383459
C1orf159,38.21535366,39.40300362,32.74416331,56.88185203,51.44208842,42.19870345
AL390719.3,29.82070421,8.806727557,18.42811051,21.30999945,14.51612955,13.3027883
LINC01342,0.151527969,0.113635194,0.418820693,0.236514977,0,0.188247004
TTLL10,0.666723062,2.244295087,0.989939821,0.236514977,0.147822093,0.501992011
TNFRSF18,0,0.312496784,0,0.118257489,0,5.33366512
TNFRSF4,0.181833562,0.312496784,0,0.236514977,0.20695093,0.188247004
SDF4,33.30584748,65.28341911,31.25925358,42.5963474,37.81289143,46.12051604
B3GALT6,8.455260644,16.53392077,6.777280312,6.527813372,8.958018845,4.86304761
C1QTNF12,2.848725808,4.147684591,1.332611297,1.0406659,1.389527676,0.90986052
AL162741.1,0,0.454540777,0,0.165560484,0.236515349,0.250996006
UBE2J2,25.94158821,39.772318,23.22551118,29.30420568,25.57322212,28.92728965
LINC01786,3.818504807,3.153376641,3.80746085,9.034872131,6.001576982,8.43974069
SCNN1D,4.970117368,9.14763314,7.424548657,6.787979847,3.488601398,7.718127174
ACAP3,40.60949557,70.39700286,40.70175648,90.75079678,54.84199656,91.36254606
PUSL1,3.363920901,4.289728584,2.741371812,2.932785718,2.542540002,2.66683256
INTS11,17.8196891,31.10763443,18.92308042,27.71955534,17.32474932,27.10756861
CPTP,2.757809027,7.272652434,2.969819463,2.790876732,3.045135119,2.258964051
TAS1R3,0.81825103,2.130659893,0.380746085,0.165560484,0,0.188247004
DVL1,11.81918155,29.34628892,11.68890481,19.7253491,15.58044862,15.74999935
MXRA8,2.485058684,13.52258812,4.645102237,1.679256339,1.685171862,2.321713052
AURKAIP1,58.7322406,42.69842425,36.17087807,21.8539839,35.59556003,16.34611487
CCNL2,44.60983394,87.69796119,56.76924127,94.15661245,66.1651689,87.03286496
MRPL20-AS1,4.030643963,2.727244663,3.845535458,3.263906686,3.104263956,3.54531858
MRPL20,73.15770321,47.7267816,55.1320331,32.14238541,43.60751748,27.92330563
AL391244.2,2.182002747,2.698835864,1.446835123,1.442741361,1.448656513,1.192231027
ANKRD65,0.303055937,1.335213533,0.190373042,0.402075461,0.266079768,0.407868509
VWA1,5.182256524,11.33511063,4.492803803,4.446481573,3.429472561,3.10607557
ATAD3C,3.636671245,7.073790844,3.160192505,2.057680302,0.946061396,0.784362518
ATAD3B,16.88021569,16.90323515,19.83687103,29.49341766,18.18211746,30.71563619
ATAD3A,17.06204926,25.17019553,15.15369418,20.48219703,15.99435048,21.33466048
TMEM240,9.637178799,13.8634937,7.462623265,18.96850118,21.87766979,14.77738983
SSU72,42.09446966,54.06194368,30.42161219,29.20959969,35.77294654,26.88794711
AL645728.1,4.364005494,1.420439929,3.80746085,4.257269591,3.370343724,4.612051604
FNDC10,6.061118741,15.19870724,3.693237024,4.777602541,6.858945122,2.384462054
AL691432.4,1.363751717,0.624993569,0.913790604,4.801254038,4.020760934,5.082669114
AL691432.2,4.57614465,6.76129406,3.274416331,2.625316248,3.577294654,2.164840549
MIB2,14.00118429,29.8576473,15.19176879,24.24278517,16.76302536,28.51942114
MMP23B,2.969948183,7.982872398,1.979879642,1.892119818,1.271270001,2.855079564
CDK11B,25.75975465,32.10194238,22.95898892,31.33823449,23.68109932,32.84910224
FO704657.1,0.848556624,1.477257526,1.218387472,0.780499425,0.620852791,0.721613516
SLC35E2B,34.12409851,40.73821715,38.75995145,54.0909753,37.66506934,60.01941985
CDK11A,21.12299881,29.97128249,19.2657519,48.62747933,28.76617933,47.34412157
SLC35E2A,35.51815582,29.06220094,32.82031252,36.75442747,35.53643119,40.1279864
NADK,16.69838213,20.14183819,15.61058948,16.15397295,15.84652839,16.97360488
GNB1,217.6850796,221.9011256,196.9218751,249.239483,270.4553016,208.3266847
AL109917.1,0.81825103,0.340905583,0.456895302,0.662241936,0.886932559,0.658864515
CALML6,0,0.340905583,0.114223825,0.165560484,0.177386512,0.156872504
TMEM52,0.757639843,1.960207101,0.456895302,0.591287443,0.354773024,0.125498003
CFAP74,6.849064178,5.994256498,13.05959071,5.368889984,4.523356051,4.4238046
AL391845.2,0,0.113635194,0,0.165560484,0.266079768,0.313745007
GABRD,0.848556624,1.676119116,0.380746085,6.504161875,4.996386749,3.921812588
PRKCZ,27.39625671,41.16434913,18.8088566,65.27813372,60.40010726,63.50198943
AL590822.2,1.788030029,1.534075123,0.76149217,7.331964295,4.612049306,6.400398144
PRKCZ-AS1,1.818335622,3.749961411,1.827581208,0.922408411,0.620852791,0.941235021
FAAP20,33.33615308,41.95979549,29.5839708,31.97682493,31.63392794,29.05278765
AL590822.1,1.000084592,1.221578339,0.951865212,2.719922239,1.626043025,2.980577567
SKI,54.8834302,75.08445462,57.75918109,102.2690762,74.65015704,86.78186895
AL590822.3,1.303140529,1.846571907,3.122117897,1.111620393,1.330398838,1.411852532
MORN1,18.274273,24.68724596,27.03297203,26.77349543,22.02549188,26.19770809
AL513477.2,3.121476152,4.034049397,1.332611297,2.932785718,2.749490933,1.725597539
RER1,43.60974934,59.91415618,40.62560727,32.44985488,32.28434515,27.26444111
PEX10,20.2441366,17.10209674,19.11345347,17.19463885,11.88489629,16.40886387
PLCH2,3.545754464,8.693092363,1.561058948,18.63738021,16.31955908,25.16234957
AL139246.1,0.303055937,0.284087986,0.190373042,0.189211982,0,0.219621505
PANK4,3.091170558,11.27829303,2.474849552,3.571376157,4.671178144,4.612051604
HES5,20.7290261,2.698835864,6.739205704,12.79546027,11.02752815,1.851095542
AL139246.5,2.242613934,0.568175971,0.837641387,2.128634795,2.276460235,2.164840549
TNFRSF14,0,2.38633908,0.266522259,1.017014402,1.093883489,1.380478031
AL139246.3,1.06069578,0.312496784,1.599133557,0.283817973,0.295644186,0.533366512
PRXL2B,9.121983706,10.73852586,8.10989161,7.757691254,9.519742799,5.741533629
TTC34,3.394226495,4.403363778,19.30382651,2.530710257,1.389527676,2.478585556
PRDM16-DT,16.30440941,5.255627736,5.520818232,22.80004381,16.20130141,17.38147339
PRDM16,71.36967318,42.61319786,41.80592013,91.08191774,51.58991051,68.01991753
AL590438.1,1.757724435,0.454540777,1.142238255,0.922408411,0.916496978,0.784362518
AL354743.2,9.334122861,1.363622331,4.188206935,4.635693554,5.085080005,4.580677103
AL354743.1,0.909167811,0.284087986,0.456895302,0.354772466,0.413901861,0.721613516
ARHGEF16,0.484889499,0.79544636,0.49496991,0.969711407,0.827803722,0.533366512
MEGF6,3.060864964,7.15901724,2.132178076,5.037769016,3.488601398,2.572709058
AL513320.1,1.272834936,0.624993569,1.637208165,3.216603691,2.956441863,2.635458059
TPRG1L,4.970117368,9.176041938,3.921684675,4.68299655,9.431049543,3.796314586
WRAP73,10.78879136,14.65894006,10.01362203,14.45106511,12.32836257,14.02440182
TP73,3.970032776,9.34649473,2.322551118,0.780499425,0.325208605,0.533366512
CCDC27,0.57580628,1.9886159,1.142238255,0.260166475,0.413901861,0.43924301
LRRC47,16.91052129,20.36910857,15.07754496,19.63074311,17.17692722,18.63645342
CEP104,31.21476152,37.7552933,28.36558333,54.0673238,48.51521097,46.77938055
DFFB,11.0918473,15.28393363,8.262190044,20.55315152,18.80297025,21.71115449
C1orf174,8.576483019,10.08512349,4.454729194,4.139012102,5.114644423,3.451195078
LINC01134,0.393972718,0.880672756,0.723417561,0.283817973,0.266079768,0.282370506
LINC02780,0.606111874,0.59658477,0.533044519,0.236514977,0.236515349,0.345119508
AL805961.1,0.272750343,0.255679187,0,0.591287443,0.325208605,0.188247004
AJAP1,10.1220683,13.32372653,4.911624496,51.30009857,53.83680633,62.87449942
Z98886.1,0.545500687,0.284087986,0.228447651,0.898756914,1.212141164,1.505976034
LINC02781,0,0.454540777,0.228447651,0.30746947,0,0.156872504
AL365255.1,2.424447496,3.465873426,2.01795425,6.527813372,5.528546284,3.200199072
NPHP4,25.15364278,37.49961411,27.75638959,37.4876239,39.02503259,40.1593609
KCNAB2,14.03148989,15.02825444,10.69896499,25.09423909,26.25320374,35.01394279
CHD5,15.63768635,26.87472345,5.901564317,153.5928262,101.7607289,145.4208108
RPL22,252.9910963,187.157165,144.3789154,52.29346147,81.80474635,30.02539718
RNF207,10.36451305,5.596533318,8.071817001,21.09713597,15.19611118,11.82818677
ICMT,9.48565083,14.37485208,9.061756822,7.852297245,10.25885327,7.184760662
GPR153,11.42520883,23.20998843,6.206161185,9.555205081,6.533736517,2.635458059
ACOT7,45.36747378,32.21557758,46.48909697,71.85325009,68.82596657,62.87449942
AL031848.2,0.81825103,0.19886159,1.180312863,0.780499425,0.532159535,0.564741013
HES2,0.969778999,1.221578339,2.056028859,0.118257489,0.177386512,0.250996006
ESPN,2.182002747,3.295420634,3.312490939,0.473029955,0.384337442,0.501992011
TNFRSF25,21.12299881,29.09060974,22.31172058,22.30336236,11.50055885,21.20916248
PLEKHG5,16.30440941,9.261268334,14.96332114,16.81621488,10.55449745,15.59312685
NOL9,33.51798664,29.31788012,32.05882035,41.79219648,34.32429003,41.85358394
TAS1R1,3.576060057,4.659042966,10.92741264,1.655604841,1.034754652,1.913844543
ZBTB48,15.54676957,8.522639571,15.99133557,30.62868956,17.26562048,28.33117414
KLHL21,20.09260863,23.63612041,17.59046913,21.35730245,16.99954071,14.58914283
PHF13,8.879538956,15.68165681,7.84336935,6.906237336,7.12502489,6.086653137
THAP3,10.72818017,16.59073837,10.3182189,9.3659931,9.371920706,9.726095219
DNAJC11,41.70049694,42.41433627,42.18666621,53.59429385,43.04579353,53.4935237
CAMTA1-DT,3.000253777,1.874980706,2.436774944,1.158923389,1.30083442,1.254980028
CAMTA1,297.2372631,337.354483,329.0407666,561.1081321,595.338698,468.8919131
AL512330.1,15.81951991,10.76693466,15.83903713,18.94484968,16.3491235,18.32270841
Z97987.1,4.788283806,2.499974274,4.759326062,4.186315098,5.439853028,6.023904136
AL359881.3,1.87894681,1.761345511,0.418820693,1.986725809,1.419092094,1.286354529
AL359881.2,1.000084592,0.823855159,1.675282774,0.993362905,0.473030698,0.564741013
AL359881.1,1.06069578,1.505666324,1.52298434,1.490044357,0.620852791,0.690239016
VAMP3,13.36476682,17.9259519,15.03947036,13.17388423,15.63957746,11.60856526
PER3,59.52018604,35.51099821,76.98685838,41.88680247,38.25635771,53.3366512
Z98884.1,8.697705394,2.78406226,13.05959071,2.507058759,2.512975584,5.584661126
UTS2,2.69719784,1.477257526,3.160192505,1.253529379,4.996386749,1.851095542
TNFRSF9,0.484889499,0.426131979,1.066089038,3.476770166,2.956441863,4.110059593
PARK7,122.7679601,65.76636869,101.0119363,50.51959914,85.50029868,43.48505798
AL034417.4,3.000253777,5.596533318,2.512924161,3.595027654,3.813810003,4.549302602
AL034417.3,4.000338369,5.511306923,3.007894071,1.750210832,1.862558374,2.039342546
ERRFI1,12.5162102,20.48274377,9.061756822,16.95812387,23.29676188,20.01693145
AL034417.2,6.121729929,7.215834837,9.594801341,5.250632495,3.754681166,5.647410127
LINC01714,0,0.312496784,0.190373042,0,0,0.156872504
SLC45A1,7.455176052,13.12486494,6.358459619,21.23904496,22.79416676,18.54232992
RERE,591.8076339,628.6298948,613.5342413,730.0271288,599.3003301,632.2589382
RERE-AS1,15.81951991,10.65329946,13.09766532,18.25895624,10.28841768,17.19322639
ENO1,109.7062492,155.6518074,131.4716231,55.98309512,65.04172099,56.06623276
ENO1-AS1,0.454583906,0.284087986,0.571119127,0,0,0.250996006
CA6,1.181918155,1.534075123,2.01795425,0.21286348,0.147822093,0.188247004
SLC2A5,3.212392933,5.227218937,4.378579977,2.246892284,2.749490933,3.764940085
GPR157,4.970117368,9.318085931,5.977713534,2.246892284,2.512975584,2.949203066
MIR34AHG,35.00296073,28.86333935,59.66291151,13.5523082,14.19092094,19.73456094
LNCTAM34A,6.21264671,7.528331621,10.35629351,1.419089864,2.394717909,2.604083559
H6PD,18.60763454,26.70427066,26.27147986,22.13780187,18.92122792,28.20567614
SPSB1,7.03089774,12.75555056,13.09766532,17.14733585,16.43781676,21.58565649
LINC02606,2.879031402,2.18747749,2.855595637,0.922408411,1.389527676,0.43924301
SLC25A33,22.21400019,17.75549911,23.56818266,48.01254038,29.91919165,33.41384325
TMEM201,5.061034149,10.48284667,3.959759284,6.433207382,6.178963494,6.243525641
PIK3CD,11.36459764,9.715809111,9.556726733,13.24483873,10.67275513,10.54183224
PIK3CD-AS2,1.484974092,1.39203113,1.370685906,0.473029955,0.325208605,0.282370506
CLSTN1,94.49284118,129.2316247,83.53569104,158.5123378,166.6546278,120.7918277
CTNNBIP1,35.42723904,33.66442631,36.97044485,44.44116423,36.8077012,39.7828669
AL357140.4,5.000422962,1.39203113,4.530878411,3.855194129,2.838184189,3.98456159
LZIC,44.306778,40.96548754,46.56524619,32.37890039,32.19565189,27.57818612
AL357140.2,0,0,0,0,0,0.188247004
NMNAT1,18.48641216,8.55104837,20.5983632,17.45480532,16.28999467,18.16583591
RBP7,0.939473405,1.818163108,1.827581208,0.449378457,0.266079768,0.533366512
UBE4B,107.7666912,101.8739517,114.4522731,131.7624938,107.3779685,111.0029835
KIF1B,471.7974828,400.9333742,620.8826408,754.2462625,692.3691199,613.3401143
AL139424.3,21.48666594,16.90323515,20.36991555,15.39712502,12.80139327,13.08316679
AL139424.2,3.909421588,8.74990996,4.835475279,4.588390559,5.410288609,5.678784628
PGD,34.33623767,54.34603166,32.32534261,22.51622584,23.11937537,25.38197107
CENPS,10.06145711,8.181733988,10.92741264,7.875948743,7.391104658,6.808266653
CORT,1.575890873,3.011332648,1.218387472,4.47013307,6.592865355,2.039342546
DFFA,33.60890342,31.53376641,26.65222595,32.94653633,32.3730384,29.99402268
AL354956.1,0.181833562,0.227270389,0,0.21286348,0,0.219621505
PEX14,52.0043988,53.01081813,49.68736409,59.3416078,52.683794,56.81922078
AL139423.2,3.485143276,0.624993569,2.893670246,1.631953343,2.80861977,2.070717047
CASZ1,8.576483019,10.34080268,7.729145525,1.206226384,0.620852791,1.976593545
AL139423.1,1.788030029,2.18747749,1.713357382,0.189211982,0.147822093,0.313745007
TARDBP,42.15508085,62.13004247,35.21901286,39.5453042,43.78490399,34.85707029
MASP2,7.667315208,9.176041938,9.214055256,3.051043207,3.636423492,5.678784628
AL109811.2,11.33429205,14.17599049,8.566786912,8.774705656,11.32317234,11.10657325
SRM,31.03292796,35.11327503,18.8088566,32.47350638,24.00630793,21.17778798
EXOSC10,34.51807123,32.92579754,31.52577584,47.16108647,42.63189167,55.21912124
AL109811.1,23.27469597,13.43736172,15.91518635,14.33280762,11.41186559,14.99701134
EXOSC10-AS1,0.606111874,0.482949576,0.609193736,0.141908986,0.65041721,0.345119508
MTOR,66.9147509,56.67555315,62.13776107,85.57111877,69.68333471,77.24402074
MTOR-AS1,3.333615308,2.045433497,3.198267114,3.192952193,2.690362095,5.365039621
ANGPTL7,9.455345236,4.801086958,8.490637695,6.102086413,4.050325352,5.114043615
UBIAD1,15.12249126,9.658991514,14.20182897,16.05936696,14.54569397,14.49501933
AL031291.1,3.091170558,1.732936713,2.77944642,3.358512677,2.631233258,2.729581561
DISP3,41.03377388,29.7440121,16.25785783,24.40834565,18.59601932,14.08715082
AL031731.1,3.060864964,4.516998973,2.817521029,4.635693554,3.902503259,3.137450071
FBXO2,19.91077506,18.72139826,14.04953054,13.4813537,16.40825234,8.533864192
FBXO44,17.60754994,24.63042836,13.63070984,29.1622967,26.19407491,28.04880363
FBXO6,11.36459764,7.499922823,7.995667784,9.839023054,8.810196752,8.753485697
MAD2L2,15.48615838,16.19301519,9.709025167,9.626159575,7.036331634,6.839641154
DRAXIN,43.8218885,41.7041163,19.64649798,22.20875636,19.98554699,7.843625177
AGTRAP,9.394734049,10.88056985,12.83114306,2.648967745,3.045135119,2.855079564
C1orf167,0.848556624,1.874980706,1.446835123,0.21286348,0.177386512,0.533366512
MTHFR,18.7591625,21.44864292,16.82897696,26.51332895,23.20806863,29.71165217
CLCN6,39.57910538,41.7325251,38.9883991,39.5453042,40.11891608,40.41035691
NPPA,3.454837683,4.488590174,4.911624496,1.939422814,1.626043025,2.415836554
AL021155.5,2.060780372,3.210194238,1.903730425,1.017014402,1.005190233,0.784362518
KIAA2013,15.4255472,20.93728455,17.28587226,10.359356,12.0622828,11.92231027
PLOD1,19.60771913,41.13594033,23.22551118,10.83238596,8.63281024,11.82818677
AL096840.2,0.24244475,0.284087986,0.342671476,0.946059909,0.709546047,1.129482025
MFN2,20.42597016,30.42582327,20.36991555,24.52660314,25.21844909,25.28784757
MIIP,10.63726339,16.05097119,7.881443959,16.22492744,10.08146675,10.00846573
TNFRSF8,2.091085966,3.210194238,3.04596868,0.354772466,0.295644186,0.282370506
TNFRSF1B,0.57580628,1.221578339,1.637208165,0.141908986,0.384337442,0.596115513
VPS13D,103.4936025,116.9590237,131.7000708,162.5094409,179.5447143,177.893419
DHRS3,27.33564552,13.9771289,50.79152773,2.104983298,2.453846746,2.478585556
PDPN,16.66807654,23.26680603,29.31744854,10.05188653,11.79620303,7.467131168
PRDM2,85.31024628,79.91395038,73.52206901,91.76781118,77.99093635,71.37698911
KAZN,694.7254301,463.7736367,1011.832721,1487.277132,1091.104434,1308.285305
AL357873.1,49.06475621,22.86908285,43.86194899,62.4163025,33.1712777,54.30926072
KAZN-AS1,33.36645867,15.53961282,33.73410313,37.72413887,22.46895816,35.5159348
AL031293.1,58.85346298,17.47141112,63.01347706,51.41835606,34.44254771,56.09760726
TMEM51-AS1,11.5767368,17.10209674,19.76072181,14.23820163,9.312791869,16.06374436
TMEM51,20.42597016,11.53397222,21.13140772,18.7083347,13.03790862,13.80478031
C1orf195,9.819012361,1.562483921,9.861323601,4.943163025,3.45903698,4.925796611
FHAD1,27.63870146,19.48843582,54.33246632,10.57221948,8.780632333,8.282868187
AL031283.2,5.848979585,1.903389504,8.87138378,2.223240786,1.330398838,1.976593545
AL031283.1,0.333361531,0.738628763,0.913790604,0.780499425,0.591288373,0.90986052
EFHD2,13.39507242,16.47710317,11.61275559,22.16145337,19.00992118,24.31523805
CTRC,0.24244475,0.79544636,0.49496991,0.189211982,0,0.345119508
CELA2A,0.969778999,1.846571907,2.132178076,0.52033295,0.65041721,1.380478031
CELA2B,10.54634661,10.39762028,25.70036074,9.626159575,8.987583264,14.14989982
CASP9,18.36518979,11.42033703,22.69246666,16.76891189,16.67433211,21.27191148
DNAJC16,39.21543826,32.35762157,45.23263489,36.06853403,39.11372585,37.86902235
AGMAT,8.546177425,5.085174944,7.957593176,4.659345052,3.222521631,5.145418116
AL121992.1,3.697282432,2.528383073,4.454729194,2.60166475,1.862558374,3.043326569
DDI2,28.69939724,21.33500773,28.36558333,31.36188598,29.44616096,29.36653266
PLEKHM2,39.4881886,48.55063676,42.37703926,60.76069766,44.22837027,61.68226839
AL450998.3,5.364090086,2.926106253,6.091937359,5.676359454,4.286840702,5.710159129
SLC25A34,6.364174678,12.67032416,5.101997539,7.923251738,3.991196515,5.961155134
SLC25A34-AS1,1.000084592,0.79544636,0.951865212,0.922408411,0.295644186,0.501992011
TMEM82,0.606111874,0.79544636,0.571119127,0.283817973,0.325208605,0.313745007
FBLIM1,11.24337526,13.26690893,5.901564317,32.49715788,22.46895816,26.04083559
UQCRHL,3.27300412,5.198810138,4.56895302,2.956437216,2.631233258,3.639442082
AL450998.2,22.85041765,25.8235979,21.9690491,29.30420568,17.56126467,27.64093512
SPEN,108.4940255,107.3568498,97.50907236,102.2927277,100.4303301,101.2141393
ZBTB17,19.06221844,25.68155391,16.98127539,31.78761294,19.54208072,25.31922207
CLCNKB,0,0.340905583,0,0,0,0.156872504
FAM131C,1.454668498,2.58520067,0.533044519,6.55146487,9.638000474,5.992529635
EPHA2,2.45475309,3.437464627,2.056028859,2.057680302,1.803429536,2.604083559
ARHGEF19,0.424278312,1.732936713,0.571119127,1.277180877,0.532159535,0.564741013
AL109627.1,0.727334249,1.761345511,1.066089038,0.567635945,0.443466279,0.627490014
CPLANE2,1.030390186,1.647710317,1.218387472,1.135271891,0.532159535,0.941235021
FBXO42,130.980776,106.7318562,161.1317432,159.4347462,129.5512824,131.1140385
SZRD1,35.00296073,49.80062389,38.37920536,24.05357319,19.09861444,22.93476002
SPATA21,21.48666594,31.7894456,22.73054127,12.03861234,6.563300936,12.26742978
NECAP2,38.39718723,28.52243376,35.59975894,40.49136411,29.06182351,36.42579532
LINC01772,21.06238763,12.32941858,21.89289989,15.5626855,15.04828908,16.75398338
AL137802.2,3.060864964,1.534075123,1.675282774,1.655604841,2.453846746,0.752988017
NBPF1,35.54846142,34.48828146,24.82464474,35.00421663,32.3730384,22.77788751
CROCC,24.42630853,32.69852715,35.8662812,36.49426099,20.75422188,41.22609393
BX284668.5,0,0.227270389,0.190373042,0,0,1.066733024
BX284668.6,1.87894681,1.732936713,1.713357382,0.875105416,1.566914187,2.258964051
MFAP2,3.576060057,14.31803448,1.484909731,0.709544932,0.561723954,0.219621505
AL049569.1,29.57825946,19.65888861,24.52004787,49.36067575,40.23717376,49.10109361
ATP13A2,25.79006024,33.66442631,19.07537886,69.29888834,58.62624215,66.07469849
SDHB,35.76060057,27.18722023,30.34546297,34.57848968,36.95552329,33.25697075
PADI2,1.666807654,2.698835864,2.969819463,4.753951043,3.311214887,5.961155134
PADI4,2.000169185,2.357930281,2.855595637,0.260166475,0.147822093,0.188247004
RCC2,28.09328537,60.73801134,23.37780962,20.7896665,25.36627119,23.24850502
ARHGEF10L,68.06636346,56.67555315,135.9263523,102.9549696,77.22226146,98.82967723
AL357509.1,0.121222375,0.454540777,0.380746085,0.21286348,0.295644186,0.345119508
IGSF21,26.54770009,45.45407771,9.023682214,152.9069328,137.6223687,96.94720718
IGSF21-AS1,2.788114621,0.99430795,0.609193736,13.17388423,10.52493303,7.52988017
AL591896.1,0.212139156,0.852263957,0,0.756847927,0.561723954,0.376494008
PAX7,11.36459764,13.8919025,44.62344116,0.402075461,0.384337442,0.941235021
ALDH4A1,4.90950618,5.113583743,4.987773713,7.379267291,6.445043262,5.584661126
IFFO2,5.848979585,10.14194109,6.58690727,23.98261869,17.79778002,29.93127367
AL137127.1,0.81825103,1.505666324,0.456895302,0.473029955,0.354773024,0.815737018
UBR4,62.49013422,74.99922823,62.59465637,95.88317178,90.46712101,91.01742655
EMC1-AS1,55.03495817,28.18152818,54.97973467,45.62373911,35.83207538,40.19073541
EMC1,39.54879979,40.19844998,40.01641353,27.88511582,29.74180514,27.45268812
MRTO4,25.63853228,20.22706458,22.3878698,16.53239691,14.78220932,15.18525834
AKR7A3,1.000084592,2.102251094,1.142238255,1.608301845,1.478220932,1.537350535
AKR7A2,23.63836309,12.72714176,15.42021644,16.57969991,15.90565722,12.92629429
SLC66A1,6.909675365,11.61919862,7.08187718,7.213706807,5.912883726,7.310258665
CAPZB,95.43231458,117.4419733,92.63552247,122.7039702,102.5294038,114.4541786
MICOS10,66.55108378,58.40848986,60.88129899,32.99383933,46.68221702,31.59412221
AL031727.2,0.757639843,0.568175971,1.180312863,0.473029955,0.473030698,0.43924301
NBL1,7.637009614,19.03389504,4.112057718,18.44816823,19.74903165,10.63595574
HTR6,0.545500687,0.653402367,0.228447651,4.280921088,4.789435818,3.576693081
TMCO4,5.303478899,7.272652434,10.81318881,12.96102075,12.15097606,13.1459158
OTUD3,19.244052,36.70416775,18.73270738,45.00880017,38.96590376,41.75946044
PLA2G5,1.606196466,1.278395936,2.01795425,13.19753573,32.69824701,13.64790781
PLA2G2C,0.333361531,0.312496784,0.49496991,0.780499425,0.591288373,1.003984023
UBXN10-AS1,0.909167811,0.823855159,0.647268344,0.780499425,1.655607443,1.003984023
UBXN10,1.272834936,1.249987137,0.989939821,1.34813537,2.039944886,1.851095542
VWA5B1,4.879200587,6.448797275,15.30599262,1.86846832,3.961632097,3.357071576
AL020998.1,1.575890873,0.880672756,3.426714765,0.283817973,0.620852791,0.313745007
LINC01141,1.121306967,1.278395936,1.865655816,18.42451673,28.05663328,32.59810623
AL139254.3,0,0,0,0.141908986,0,0.250996006
CAMK2N1,29.97223218,85.90820688,24.29160022,243.6577296,326.4503105,161.9551726
MUL1,7.758231989,11.78965141,6.967653355,8.136115218,9.549307218,10.19671273
FAM43B,1.818335622,5.198810138,1.52298434,2.980088714,6.238092331,2.541334557
CDA,1.091001373,1.022716749,1.751431991,0.402075461,0.20695093,0.345119508
PINK1,25.94158821,40.59617316,23.45395883,28.42910027,39.52762771,28.29979964
PINK1-AS,11.24337526,8.977180348,7.500697874,10.61952248,9.312791869,11.76543776
DDOST,26.15372737,32.72693595,21.66445223,26.22951098,22.97155328,24.25248905
KIF17,4.757978212,10.62489067,7.957593176,24.17183068,18.5664549,21.64840549
SH2D5,0.121222375,1.022716749,0.228447651,2.365149773,1.803429536,3.137450071
HP1BP3,133.2840011,183.2651596,137.7920081,140.5845025,123.4314478,121.3565687
EIF4G3,468.797229,499.7391756,537.2327259,685.1365861,665.0811615,618.2031619
AL031005.2,0.151527969,0.255679187,0.342671476,0.496681452,0.473030698,0.533366512
ECE1,27.30533993,51.16424623,45.46108254,55.1789442,44.61270771,53.68177071
AL031728.1,0.545500687,0.227270389,0.723417561,0.473029955,0.739110466,0.87848602
NBPF3,12.00101511,6.448797275,7.919518567,18.80294069,22.20287839,14.96563684
ALPL,3.394226495,7.641966815,3.883610067,4.328224084,2.779055351,5.804282631
LINC02596,1.121306967,6.136300491,0.951865212,1.513695854,0.85736814,1.254980028
RAP1GAP,15.27401923,22.69863006,14.73487349,89.52091889,61.2574754,93.77838261
USP48,88.613556,109.3738745,84.41140704,124.0994086,110.6596189,123.0194173
LDLRAD2,0.81825103,1.960207101,2.094103467,0.30746947,0.295644186,0.156872504
HSPG2,9.212900487,31.07922564,13.28803837,5.439844477,3.695552329,4.298306597
