"Gene"
"ENSG00000197329.11|PELI1"
"ENSG00000149485.17|FADS1"
"ENSG00000146067.15|FAM193B"
"ENSG00000116254.17|CHD5"
"ENSG00000103126.14|AXIN1"
"ENSG00000145730.20|PAM"
"ENSG00000124523.15|SIRT5"
"ENSG00000123136.14|DDX39A"
"ENSG00000117543.20|DPH5"
"ENSG00000100813.14|ACIN1"
"ENSG00000111305.18|GSG1"
"ENSG00000006283.17|CACNA1G"
"ENSG00000144868.13|TMEM108"
"ENSG00000183576.12|SETD3"
"ENSG00000227906.7|SNAP25-AS1"
"ENSG00000074219.13|TEAD2"
"ENSG00000145721.11|LIX1"
"ENSG00000148180.18|GSN"
"ENSG00000198574.5|SH2D1B"
"ENSG00000184922.13|FMNL1"
"ENSG00000066855.15|MTFR1"
"ENSG00000165061.14|ZMAT4"
"ENSG00000189067.12|LITAF"
"ENSG00000250510.7|GPR162"
"ENSG00000136750.11|GAD2"
"ENSG00000259372.2|CTD-2240J17.1"
"ENSG00000205213.13|LGR4"
"ENSG00000172183.14|ISG20"
"ENSG00000165084.15|C8orf34"
"ENSG00000109452.12|INPP4B"
"ENSG00000115183.13|TANC1"
"ENSG00000135094.10|SDS"
"ENSG00000171992.12|SYNPO"
"ENSG00000113369.8|ARRDC3"
"ENSG00000257341.5|AL928654.7"
"ENSG00000117226.11|GBP3"
"ENSG00000101871.14|MID1"
"ENSG00000010219.13|DYRK4"
"ENSG00000277586.1|NEFL"
"ENSG00000196284.14|SUPT3H"
"ENSG00000116667.12|C1orf21"
"ENSG00000258525.1|RP11-829H16.3"
"ENSG00000266401.1|RP11-874J12.4"
"ENSG00000104450.12|SPAG1"
"ENSG00000166510.13|CCDC68"
"ENSG00000141639.11|MAPK4"
"ENSG00000169247.11|SH3TC2"
"ENSG00000079950.13|STX7"
"ENSG00000169375.15|SIN3A"
"ENSG00000115419.12|GLS"
"ENSG00000173826.14|KCNH6"
"ENSG00000179818.13|PCBP1-AS1"
"ENSG00000019549.8|SNAI2"
"ENSG00000228623.4|ZNF883"
"ENSG00000197124.11|ZNF682"
"ENSG00000166860.2|ZBTB39"
"ENSG00000179456.10|ZBTB18"
"ENSG00000153495.10|TEX29"
"ENSG00000070495.14|JMJD6"
"ENSG00000134900.11|TPP2"
"ENSG00000067066.16|SP100"
"ENSG00000116679.15|IVNS1ABP"
"ENSG00000167258.13|CDK12"
"ENSG00000219545.10|UMAD1"
"ENSG00000186212.3|SOWAHB"
"ENSG00000149596.6|JPH2"
"ENSG00000110328.5|GALNT18"
"ENSG00000133104.12|SPG20"
"ENSG00000162734.12|PEA15"
"ENSG00000100029.17|PES1"
"ENSG00000175567.8|UCP2"
"ENSG00000078747.13|ITCH"
"ENSG00000241697.4|TMEFF1"
"ENSG00000166526.16|ZNF3"
"ENSG00000126522.16|ASL"
"ENSG00000114626.17|ABTB1"
"ENSG00000143319.16|ISG20L2"
"ENSG00000013016.15|EHD3"
"ENSG00000148484.17|RSU1"
"ENSG00000225506.2|CYP4A22-AS1"
"ENSG00000064042.17|LIMCH1"
"ENSG00000073111.13|MCM2"
"ENSG00000113456.18|RAD1"
"ENSG00000137054.15|POLR1E"
"ENSG00000166946.13|CCNDBP1"
"ENSG00000132824.13|SERINC3"
"ENSG00000213923.10|CSNK1E"
"ENSG00000138622.3|HCN4"
"ENSG00000175084.11|DES"
"ENSG00000119946.10|CNNM1"
"ENSG00000273237.1|CTB-119C2.1"
"ENSG00000103549.21|RNF40"
"ENSG00000060709.14|RIMBP2"
"ENSG00000091009.7|RBM27"
"ENSG00000272321.1|KB-1517D11.4"
"ENSG00000070476.14|ZXDC"
"ENSG00000213937.3|CLDN9"
"ENSG00000137501.17|SYTL2"
"ENSG00000164236.11|ANKRD33B"
"ENSG00000151834.15|GABRA2"
"ENSG00000138764.13|CCNG2"
"ENSG00000196091.13|MYBPC1"
"ENSG00000153064.11|BANK1"
"ENSG00000164188.8|RANBP3L"
"ENSG00000139180.10|NDUFA9"
"ENSG00000170949.17|ZNF160"
"ENSG00000164616.15|FBXL21"
"ENSG00000119314.15|PTBP3"
"ENSG00000188133.5|TMEM215"
"ENSG00000118849.9|RARRES1"
"ENSG00000266964.5|FXYD1"
"ENSG00000117791.15|MARC2"
"ENSG00000089693.10|MLF2"
"ENSG00000184014.7|DENND5A"
"ENSG00000115685.14|PPP1R7"
"ENSG00000170324.20|FRMPD2"
"ENSG00000112033.13|PPARD"
"ENSG00000196387.9|ZNF140"
"ENSG00000006611.15|USH1C"
"ENSG00000103540.16|CCP110"
"ENSG00000137274.12|BPHL"
"ENSG00000147535.16|PLPP5"
"ENSG00000129083.12|COPB1"
"ENSG00000188266.13|HYKK"
"ENSG00000162520.14|SYNC"
"ENSG00000155508.13|CNOT8"
"ENSG00000126860.11|EVI2A"
"ENSG00000168481.8|LGI3"
"ENSG00000101222.12|SPEF1"
"ENSG00000250446.1|LINC01332"
"ENSG00000072694.20|FCGR2B"
"ENSG00000063761.15|ADCK1"
"ENSG00000147036.11|LANCL3"
"ENSG00000132017.10|DCAF15"
"ENSG00000183230.16|CTNNA3"
"ENSG00000171843.15|MLLT3"
"ENSG00000081377.16|CDC14B"
"ENSG00000143061.17|IGSF3"
"ENSG00000187323.11|DCC"
"ENSG00000144028.14|SNRNP200"
"ENSG00000231312.6|AC007246.3"
"ENSG00000185825.15|BCAP31"
"ENSG00000145882.10|PCYOX1L"
"ENSG00000065675.14|PRKCQ"
"ENSG00000221926.11|TRIM16"
"ENSG00000080608.9|PUM3"
"ENSG00000144426.18|NBEAL1"
"ENSG00000169174.10|PCSK9"
"ENSG00000169026.12|MFSD7"
"ENSG00000146463.11|ZMYM4"
"ENSG00000135362.13|PRR5L"
"ENSG00000156795.6|WDYHV1"
"ENSG00000166558.10|SLC38A8"
"ENSG00000198756.10|COLGALT2"
"ENSG00000148175.12|STOM"
"ENSG00000051620.10|HEBP2"
"ENSG00000205978.5|NYNRIN"
"ENSG00000175318.11|GRAMD2"
"ENSG00000139899.10|CBLN3"
"ENSG00000149187.17|CELF1"
"ENSG00000188687.16|SLC4A5"
"ENSG00000168309.16|FAM107A"
"ENSG00000204519.10|ZNF551"
"ENSG00000158796.16|DEDD"
"ENSG00000131730.15|CKMT2"
"ENSG00000144713.12|RPL32"
"ENSG00000146555.18|SDK1"
"ENSG00000163462.17|TRIM46"
"ENSG00000274225.1|KB-68A7.1"
"ENSG00000230970.3|HHATL-AS1"
"ENSG00000106327.12|TFR2"
"ENSG00000100281.13|HMGXB4"
"ENSG00000100097.11|LGALS1"
"ENSG00000262967.1|RP11-294J22.6"
"ENSG00000181220.15|ZNF746"
"ENSG00000099783.11|HNRNPM"
"ENSG00000042429.10|MED17"
"ENSG00000137491.14|SLCO2B1"
"ENSG00000132359.14|RAP1GAP2"
"ENSG00000173334.3|TRIB1"
"ENSG00000184205.14|TSPYL2"
"ENSG00000283662.1|RP11-57A19.7"
"ENSG00000165478.6|HEPACAM"
"ENSG00000083093.9|PALB2"
"ENSG00000158941.16|CCAR2"
"ENSG00000167747.13|C19orf48"
"ENSG00000134107.4|BHLHE40"
"ENSG00000119986.6|AVPI1"
"ENSG00000162944.10|RFTN2"
"ENSG00000135631.16|RAB11FIP5"
"ENSG00000116675.15|DNAJC6"
"ENSG00000089902.9|RCOR1"
"ENSG00000167528.12|ZNF641"
"ENSG00000111726.12|CMAS"
"ENSG00000168830.7|HTR1E"
"ENSG00000101311.15|FERMT1"
"ENSG00000254847.1|RP11-51B23.3"
"ENSG00000255717.6|SNHG1"
"ENSG00000140650.11|PMM2"
"ENSG00000219435.4|TEX40"
"ENSG00000108861.8|DUSP3"
"ENSG00000127483.17|HP1BP3"
"ENSG00000151090.17|THRB"
"ENSG00000278962.1|RP11-399B17.1"
"ENSG00000164002.11|EXO5"
"ENSG00000145725.19|PPIP5K2"
"ENSG00000166394.14|CYB5R2"
"ENSG00000165973.18|NELL1"
"ENSG00000259961.1|RP4-597A16.2"
"ENSG00000135047.14|CTSL"
"ENSG00000133985.2|TTC9"
"ENSG00000179796.11|LRRC3B"
"ENSG00000173914.11|RBM4B"
"ENSG00000162981.13|FAM84A"
"ENSG00000233123.1|LINC01007"
"ENSG00000115295.19|CLIP4"
"ENSG00000112305.14|SMAP1"
"ENSG00000181291.6|TMEM132E"
"ENSG00000184828.9|ZBTB7C"
"ENSG00000081189.14|MEF2C"
"ENSG00000133195.11|SLC39A11"
"ENSG00000102974.14|CTCF"
"ENSG00000128298.16|BAIAP2L2"
"ENSG00000111907.20|TPD52L1"
"ENSG00000151917.17|BEND6"
"ENSG00000134897.13|BIVM"
"ENSG00000101811.13|CSTF2"
"ENSG00000261195.1|CTD-2380F24.1"
"ENSG00000120733.13|KDM3B"
"ENSG00000183476.12|SH2D7"
"ENSG00000124225.15|PMEPA1"
"ENSG00000171827.10|ZNF570"
"ENSG00000164684.13|ZNF704"
"ENSG00000105223.19|PLD3"
"ENSG00000005020.12|SKAP2"
"ENSG00000214944.9|ARHGEF28"
"ENSG00000110108.9|TMEM109"
"ENSG00000088305.18|DNMT3B"
"ENSG00000122025.14|FLT3"
"ENSG00000152520.13|PAN3"
"ENSG00000259969.1|RP11-999E24.3"
"ENSG00000084733.10|RAB10"
"ENSG00000145088.8|EAF2"
"ENSG00000131094.3|C1QL1"
"ENSG00000204653.9|ASPDH"
"ENSG00000196459.13|TRAPPC2"
"ENSG00000169641.13|LUZP1"
"ENSG00000168405.14|CMAHP"
"ENSG00000011347.9|SYT7"
"ENSG00000169122.11|FAM110B"
"ENSG00000170837.2|GPR27"
"ENSG00000178035.11|IMPDH2"
"ENSG00000152078.9|TMEM56"
"ENSG00000168256.17|NKIRAS2"
"ENSG00000164600.6|NEUROD6"
"ENSG00000065183.15|WDR3"
"ENSG00000127241.16|MASP1"
"ENSG00000152642.10|GPD1L"
"ENSG00000138801.8|PAPSS1"
"ENSG00000140450.8|ARRDC4"
"ENSG00000008056.12|SYN1"
"ENSG00000149295.13|DRD2"
"ENSG00000152954.11|NRSN1"
"ENSG00000267909.2|CCDC177"
"ENSG00000185052.11|SLC24A3"
"ENSG00000139278.9|GLIPR1"
"ENSG00000233098.8|CCDC144NL-AS1"
"ENSG00000177291.3|GJD4"
"ENSG00000212864.3|RNF208"
"ENSG00000062524.15|LTK"
"ENSG00000165288.10|BRWD3"
"ENSG00000198934.4|MAGEE1"
"ENSG00000166823.5|MESP1"
"ENSG00000110237.3|ARHGEF17"
"ENSG00000129158.10|SERGEF"
"ENSG00000091164.12|TXNL1"
"ENSG00000089123.15|TASP1"
"ENSG00000070610.14|GBA2"
"ENSG00000178691.10|SUZ12"
"ENSG00000167889.12|MGAT5B"
"ENSG00000121481.10|RNF2"
"ENSG00000007933.12|FMO3"
"ENSG00000145675.14|PIK3R1"
"ENSG00000143869.6|GDF7"
"ENSG00000021574.11|SPAST"
"ENSG00000177599.12|ZNF491"
"ENSG00000196345.12|ZKSCAN7"
"ENSG00000154548.8|SRSF12"
"ENSG00000120925.14|RNF170"
"ENSG00000000938.12|FGR"
"ENSG00000104140.6|RHOV"
"ENSG00000258240.5|RP1-46F2.3"
"ENSG00000187699.10|C2orf88"
"ENSG00000116096.5|SPR"
"ENSG00000130726.11|TRIM28"
"ENSG00000180423.4|HARBI1"
"ENSG00000106443.15|PHF14"
"ENSG00000065911.11|MTHFD2"
"ENSG00000267022.1|AC084219.2"
"ENSG00000101353.14|MROH8"
"ENSG00000108107.13|RPL28"
"ENSG00000101346.12|POFUT1"
"ENSG00000153113.23|CAST"
"ENSG00000178796.12|RIIAD1"
"ENSG00000112146.16|FBXO9"
"ENSG00000147274.14|RBMX"
"ENSG00000161921.14|CXCL16"
"ENSG00000147548.16|WHSC1L1"
"ENSG00000140545.14|MFGE8"
"ENSG00000189046.10|ALKBH2"
"ENSG00000102098.17|SCML2"
"ENSG00000112984.11|KIF20A"
"ENSG00000169045.17|HNRNPH1"
"ENSG00000122386.10|ZNF205"
"ENSG00000057757.9|PITHD1"
"ENSG00000184515.10|BEX5"
"ENSG00000060688.12|SNRNP40"
"ENSG00000126457.21|PRMT1"
"ENSG00000186272.12|ZNF17"
"ENSG00000275409.1|RP11-131L12.4"
"ENSG00000143633.12|C1orf131"
"ENSG00000078674.17|PCM1"
"ENSG00000172809.12|RPL38"
"ENSG00000137103.16|TMEM8B"
"ENSG00000138231.12|DBR1"
"ENSG00000165512.4|ZNF22"
"ENSG00000279118.1|RP11-517I3.2"
"ENSG00000173894.10|CBX2"
"ENSG00000163032.11|VSNL1"
"ENSG00000141298.17|SSH2"
"ENSG00000144445.16|KANSL1L"
"ENSG00000183196.8|CHST6"
"ENSG00000077458.12|FAM76B"
"ENSG00000137571.10|SLCO5A1"
"ENSG00000197442.9|MAP3K5"
"ENSG00000154917.10|RAB6B"
"ENSG00000205488.8|CALML3-AS1"
"ENSG00000169032.9|MAP2K1"
"ENSG00000111845.4|PAK1IP1"
"ENSG00000198453.12|ZNF568"
"ENSG00000127585.11|FBXL16"
"ENSG00000120694.19|HSPH1"
"ENSG00000180035.11|ZNF48"
"ENSG00000071051.13|NCK2"
"ENSG00000173641.17|HSPB7"
"ENSG00000183690.12|EFHC2"
"ENSG00000165280.15|VCP"
"ENSG00000236279.6|CLEC2L"
"ENSG00000141429.13|GALNT1"
"ENSG00000111490.12|TBC1D30"
"ENSG00000178445.8|GLDC"
"ENSG00000133872.13|SARAF"
"ENSG00000158470.5|B4GALT5"
"ENSG00000171490.12|RSL1D1"
"ENSG00000124151.18|NCOA3"
"ENSG00000127561.14|SYNGR3"
"ENSG00000148334.14|PTGES2"
"ENSG00000042832.11|TG"
"ENSG00000136518.16|ACTL6A"
"ENSG00000277734.6|TRAC"
"ENSG00000165899.10|OTOGL"
"ENSG00000163827.12|LRRC2"
"ENSG00000196083.9|IL1RAP"
"ENSG00000258940.2|RP11-407N17.5"
"ENSG00000117632.21|STMN1"
"ENSG00000049618.22|ARID1B"
"ENSG00000169692.12|AGPAT2"
"ENSG00000231084.2|CTA-253N17.1"
"ENSG00000215475.4|SIAH3"
"ENSG00000102984.14|ZNF821"
"ENSG00000177807.7|KCNJ10"
"ENSG00000237567.1|RP3-359N14.2"
"ENSG00000182700.4|IGIP"
"ENSG00000166669.13|ATF7IP2"
"ENSG00000274180.1|NATD1"
"ENSG00000169826.7|CSGALNACT2"
"ENSG00000168952.15|STXBP6"
"ENSG00000124207.16|CSE1L"
"ENSG00000159592.10|GPBP1L1"
"ENSG00000139988.9|RDH12"
"ENSG00000009844.15|VTA1"
"ENSG00000048471.13|SNX29"
"ENSG00000135318.11|NT5E"
"ENSG00000070950.9|RAD18"
"ENSG00000113758.13|DBN1"
"ENSG00000182310.13|SPACA6"
"ENSG00000104177.17|MYEF2"
"ENSG00000271714.1|CTD-2377O17.1"
"ENSG00000225376.5|TMEM246-AS1"
"ENSG00000123360.11|PDE1B"
"ENSG00000198354.6|DCAF12L2"
"ENSG00000131153.8|GINS2"
"ENSG00000198900.5|TOP1"
"ENSG00000105402.7|NAPA"
"ENSG00000138668.18|HNRNPD"
"ENSG00000012124.15|CD22"
"ENSG00000178722.12|C5orf64"
"ENSG00000141349.8|G6PC3"
"ENSG00000227110.6|LMCD1-AS1"
"ENSG00000253537.2|PCDHGA7"
"ENSG00000114439.18|BBX"
"ENSG00000120458.10|MSANTD2"
"ENSG00000251322.7|SHANK3"
"ENSG00000215717.5|TMEM167B"
"ENSG00000176406.21|RIMS2"
"ENSG00000174206.12|C12orf66"
"ENSG00000197579.7|TOPORS"
"ENSG00000168028.13|RPSA"
"ENSG00000143164.15|DCAF6"
"ENSG00000057935.13|MTA3"
"ENSG00000220256.3|AC093802.1"
"ENSG00000246100.3|LINC00900"
"ENSG00000102043.15|MTMR8"
"ENSG00000277443.2|MARCKS"
"ENSG00000125170.10|DOK4"
"ENSG00000154655.15|L3MBTL4"
"ENSG00000106351.12|AGFG2"
"ENSG00000224877.3|C17orf89"
"ENSG00000252051.1|RN7SKP276"
"ENSG00000154478.3|GPR26"
"ENSG00000265313.5|LINC01476"
"ENSG00000099889.13|ARVCF"
"ENSG00000092850.11|TEKT2"
"ENSG00000112319.17|EYA4"
"ENSG00000113532.12|ST8SIA4"
"ENSG00000172667.10|ZMAT3"
"ENSG00000062822.12|POLD1"
"ENSG00000078900.14|TP73"
"ENSG00000111269.2|CREBL2"
"ENSG00000119866.20|BCL11A"
"ENSG00000179562.2|GCC1"
"ENSG00000117528.11|ABCD3"
"ENSG00000250846.6|EPHA5-AS1"
"ENSG00000112079.8|STK38"
"ENSG00000236790.5|LINC00299"
"ENSG00000141485.16|SLC13A5"
"ENSG00000136463.7|TACO1"
"ENSG00000165695.9|AK8"
"ENSG00000144730.16|IL17RD"
"ENSG00000198513.11|ATL1"
"ENSG00000053108.16|FSTL4"
"ENSG00000163918.10|RFC4"
"ENSG00000119953.12|SMNDC1"
"ENSG00000140876.11|NUDT7"
"ENSG00000176225.12|RTTN"
"ENSG00000254485.5|RP11-380O24.1"
"ENSG00000135925.8|WNT10A"
"ENSG00000127252.5|HRASLS"
"ENSG00000197056.9|ZMYM1"
"ENSG00000109606.12|DHX15"
"ENSG00000182983.14|ZNF662"
"ENSG00000154975.13|CA10"
"ENSG00000147862.15|NFIB"
"ENSG00000114993.15|RTKN"
"ENSG00000164181.13|ELOVL7"
"ENSG00000163638.13|ADAMTS9"
"ENSG00000170542.5|SERPINB9"
"ENSG00000155545.19|MIER3"
"ENSG00000123552.17|USP45"
"ENSG00000133687.15|TMTC1"
"ENSG00000168824.14|NSG1"
"ENSG00000103353.15|UBFD1"
"ENSG00000185736.15|ADARB2"
"ENSG00000197226.12|TBC1D9B"
"ENSG00000068796.16|KIF2A"
"ENSG00000127948.14|POR"
"ENSG00000136717.14|BIN1"
"ENSG00000060339.13|CCAR1"
"ENSG00000136536.14|MARCH7"
"ENSG00000008405.11|CRY1"
"ENSG00000118961.14|LDAH"
"ENSG00000175115.11|PACS1"
"ENSG00000135519.6|KCNH3"
"ENSG00000066697.14|MSANTD3"
"ENSG00000205189.11|ZBTB10"
"ENSG00000167964.12|RAB26"
"ENSG00000213551.4|DNAJC9"
"ENSG00000108176.14|DNAJC12"
"ENSG00000152291.13|TGOLN2"
"ENSG00000198369.9|SPRED2"
"ENSG00000118507.15|AKAP7"
"ENSG00000205740.2|RP11-363N22.3"
"ENSG00000149925.17|ALDOA"
"ENSG00000106648.13|GALNTL5"
"ENSG00000198393.7|ZNF26"
"ENSG00000152217.16|SETBP1"
"ENSG00000151746.13|BICD1"
"ENSG00000173085.13|COQ2"
"ENSG00000197961.11|ZNF121"
"ENSG00000136854.18|STXBP1"
"ENSG00000177096.8|FAM109B"
"ENSG00000123610.4|TNFAIP6"
"ENSG00000143418.19|CERS2"
"ENSG00000117569.18|PTBP2"
"ENSG00000276282.1|RP11-210K20.5"
"ENSG00000187730.7|GABRD"
"ENSG00000197457.9|STMN3"
"ENSG00000115596.3|WNT6"
"ENSG00000100226.15|GTPBP1"
"ENSG00000268603.1|RP11-316O14.1"
"ENSG00000147655.10|RSPO2"
"ENSG00000165495.15|PKNOX2"
"ENSG00000162407.8|PLPP3"
"ENSG00000141127.14|PRPSAP2"
"ENSG00000067445.20|TRO"
"ENSG00000205625.2|RP11-15G8.1"
"ENSG00000172404.4|DNAJB7"
"ENSG00000162607.12|USP1"
"ENSG00000119772.16|DNMT3A"
"ENSG00000141543.9|EIF4A3"
"ENSG00000246363.2|RP11-13A1.1"
"ENSG00000106683.14|LIMK1"
"ENSG00000196187.11|TMEM63A"
"ENSG00000186184.16|POLR1D"
"ENSG00000185049.13|NELFA"
"ENSG00000196169.14|KIF19"
"ENSG00000164944.11|KIAA1429"
"ENSG00000162998.4|FRZB"
"ENSG00000134247.9|PTGFRN"
"ENSG00000135750.14|KCNK1"
"ENSG00000233936.1|RP11-399H11.2"
"ENSG00000125037.12|EMC3"
"ENSG00000197111.15|PCBP2"
"ENSG00000265273.1|PGDP1"
"ENSG00000125319.14|C17orf53"
"ENSG00000164172.18|MOCS2"
"ENSG00000135373.12|EHF"
"ENSG00000148429.14|USP6NL"
"ENSG00000136021.18|SCYL2"
"ENSG00000010295.19|IFFO1"
"ENSG00000162745.10|OLFML2B"
"ENSG00000162669.15|HFM1"
"ENSG00000131148.8|EMC8"
"ENSG00000158623.14|COPG2"
"ENSG00000157782.9|CABP1"
"ENSG00000197147.12|LRRC8B"
"ENSG00000148730.6|EIF4EBP2"
"ENSG00000118276.11|B4GALT6"
"ENSG00000138078.15|PREPL"
"ENSG00000163930.9|BAP1"
"ENSG00000138814.16|PPP3CA"
"ENSG00000021645.18|NRXN3"
"ENSG00000101230.5|ISM1"
"ENSG00000176102.11|CSTF3"
"ENSG00000182463.15|TSHZ2"
"ENSG00000163884.3|KLF15"
"ENSG00000178974.9|FBXO34"
"ENSG00000004776.11|HSPB6"
"ENSG00000084693.15|AGBL5"
"ENSG00000168883.19|USP39"
"ENSG00000120265.16|PCMT1"
"ENSG00000187535.13|IFT140"
"ENSG00000134020.7|PEBP4"
"ENSG00000198000.11|NOL8"
"ENSG00000147164.11|SNX12"
"ENSG00000170899.10|GSTA4"
"ENSG00000197296.5|FITM2"
"ENSG00000165644.10|COMTD1"
"ENSG00000102554.13|KLF5"
"ENSG00000247903.1|RP11-421F16.3"
"ENSG00000138376.10|BARD1"
"ENSG00000189339.11|SLC35E2B"
"ENSG00000115155.16|OTOF"
"ENSG00000178015.4|GPR150"
"ENSG00000159403.15|C1R"
"ENSG00000176619.11|LMNB2"
"ENSG00000163069.12|SGCB"
"ENSG00000140382.14|HMG20A"
"ENSG00000162777.16|DENND2D"
"ENSG00000145349.16|CAMK2D"
"ENSG00000197444.9|OGDHL"
"ENSG00000153904.18|DDAH1"
"ENSG00000168944.15|CEP120"
"ENSG00000130830.14|MPP1"
"ENSG00000164604.12|GPR85"
"ENSG00000120438.11|TCP1"
"ENSG00000165355.7|FBXO33"
"ENSG00000124570.17|SERPINB6"
"ENSG00000162419.12|GMEB1"
"ENSG00000153179.12|RASSF3"
"ENSG00000156097.12|GPR61"
"ENSG00000095932.6|SMIM24"
"ENSG00000174748.18|RPL15"
"ENSG00000108039.17|XPNPEP1"
"ENSG00000167721.10|TSR1"
"ENSG00000121542.11|SEC22A"
"ENSG00000182836.9|PLCXD3"
"ENSG00000204103.3|MAFB"
"ENSG00000198105.12|ZNF248"
"ENSG00000120756.12|PLS1"
"ENSG00000279528.1|RP11-1148L6.8"
"ENSG00000146757.13|ZNF92"
"ENSG00000084628.9|NKAIN1"
"ENSG00000008283.15|CYB561"
"ENSG00000123213.22|NLN"
"ENSG00000237248.4|LINC00987"
"ENSG00000213190.3|MLLT11"
"ENSG00000176410.7|DNAJC30"
"ENSG00000100865.14|CINP"
"ENSG00000071994.10|PDCD2"
"ENSG00000119392.14|GLE1"
"ENSG00000221829.9|FANCG"
"ENSG00000265666.1|RARA-AS1"
"ENSG00000187068.2|C3orf70"
"ENSG00000121058.4|COIL"
"ENSG00000165732.12|DDX21"
"ENSG00000207955.4|MIR219A2"
"ENSG00000136709.11|WDR33"
"ENSG00000151779.12|NBAS"
"ENSG00000066629.16|EML1"
"ENSG00000230084.5|RP4-613B23.1"
"ENSG00000244462.7|RBM12"
"ENSG00000158106.13|RHPN1"
"ENSG00000276043.4|UHRF1"
"ENSG00000189181.4|OR14I1"
"ENSG00000125871.13|MGME1"
"ENSG00000204241.7|RP11-713P17.3"
"ENSG00000115641.18|FHL2"
"ENSG00000154027.18|AK5"
"ENSG00000140090.17|SLC24A4"
"ENSG00000172009.14|THOP1"
"ENSG00000166501.12|PRKCB"
"ENSG00000077080.9|ACTL6B"
"ENSG00000163026.11|WDCP"
"ENSG00000171681.12|ATF7IP"
"ENSG00000163872.15|YEATS2"
"ENSG00000115468.11|EFHD1"
"ENSG00000276627.1|RP5-1016A21.1"
"ENSG00000185344.13|ATP6V0A2"
"ENSG00000132016.11|C19orf57"
"ENSG00000130649.9|CYP2E1"
"ENSG00000073711.10|PPP2R3A"
"ENSG00000115380.19|EFEMP1"
"ENSG00000221823.10|PPP3R1"
"ENSG00000120053.10|GOT1"
"ENSG00000176986.15|SEC24C"
"ENSG00000114686.8|MRPL3"
"ENSG00000133019.11|CHRM3"
"ENSG00000163932.13|PRKCD"
"ENSG00000122550.17|KLHL7"
"ENSG00000165730.14|STOX1"
"ENSG00000162542.13|TMCO4"
"ENSG00000147912.12|FBXO10"
"ENSG00000168743.12|NPNT"
"ENSG00000182450.12|KCNK4"
"ENSG00000152767.16|FARP1"
"ENSG00000119227.7|PIGZ"
"ENSG00000174514.12|MFSD4A"
"ENSG00000244607.5|CCDC13"
"ENSG00000186017.14|ZNF566"
"ENSG00000176438.12|SYNE3"
"ENSG00000242759.6|LINC00882"
"ENSG00000198795.10|ZNF521"
"ENSG00000184719.11|RNLS"
"ENSG00000120899.17|PTK2B"
"ENSG00000068323.16|TFE3"
"ENSG00000155827.11|RNF20"
"ENSG00000065615.13|CYB5R4"
"ENSG00000120306.9|CYSTM1"
"ENSG00000141655.15|TNFRSF11A"
"ENSG00000105443.13|CYTH2"
"ENSG00000198399.14|ITSN2"
"ENSG00000267746.1|RP11-379L18.1"
"ENSG00000170293.8|CMTM8"
"ENSG00000005469.11|CROT"
"ENSG00000136379.11|ABHD17C"
"ENSG00000174705.12|SH3PXD2B"
"ENSG00000101400.5|SNTA1"
"ENSG00000197451.11|HNRNPAB"
"ENSG00000160633.12|SAFB"
"ENSG00000118482.11|PHF3"
"ENSG00000168661.14|ZNF30"
"ENSG00000189283.9|FHIT"
"ENSG00000272031.2|ANKRD34A"
"ENSG00000150275.17|PCDH15"
"ENSG00000178149.16|DALRD3"
"ENSG00000178038.16|ALS2CL"
"ENSG00000213186.7|TRIM59"
"ENSG00000095739.10|BAMBI"
"ENSG00000163468.14|CCT3"
"ENSG00000165511.6|C10orf25"
"ENSG00000105063.18|PPP6R1"
"ENSG00000196470.11|SIAH1"
"ENSG00000157557.11|ETS2"
"ENSG00000158773.14|USF1"
"ENSG00000158062.20|UBXN11"
"ENSG00000132692.18|BCAN"
"ENSG00000158008.9|EXTL1"
"ENSG00000143153.12|ATP1B1"
"ENSG00000113763.10|UNC5A"
"ENSG00000167755.13|KLK6"
"ENSG00000162188.5|GNG3"
"ENSG00000127990.15|SGCE"
"ENSG00000165617.14|DACT1"
"ENSG00000239467.5|AC007405.6"
"ENSG00000168675.18|LDLRAD4"
"ENSG00000197548.12|ATG7"
"ENSG00000078269.13|SYNJ2"
"ENSG00000111404.6|RERGL"
"ENSG00000153233.12|PTPRR"
"ENSG00000197971.14|MBP"
"ENSG00000168899.4|VAMP5"
"ENSG00000177842.11|ZNF620"
"ENSG00000104635.13|SLC39A14"
"ENSG00000013523.9|ANGEL1"
"ENSG00000164610.8|RP9"
"ENSG00000115234.10|SNX17"
"ENSG00000187498.14|COL4A1"
"ENSG00000147650.11|LRP12"
"ENSG00000249158.6|PCDHA11"
"ENSG00000255150.2|EID3"
"ENSG00000257277.1|RP11-434H14.1"
"ENSG00000122733.12|PHF24"
"ENSG00000023228.13|NDUFS1"
"ENSG00000140022.9|STON2"
"ENSG00000004838.13|ZMYND10"
"ENSG00000120913.23|PDLIM2"
"ENSG00000184517.11|ZFP1"
"ENSG00000248905.8|FMN1"
"ENSG00000162063.12|CCNF"
"ENSG00000230707.1|RP11-364B14.3"
"ENSG00000186625.13|KATNA1"
"ENSG00000073331.17|ALPK1"
"ENSG00000114923.16|SLC4A3"
"ENSG00000118620.12|ZNF430"
"ENSG00000145375.7|SPATA5"
"ENSG00000111181.12|SLC6A12"
"ENSG00000111344.11|RASAL1"
"ENSG00000002933.7|TMEM176A"
"ENSG00000174442.11|ZWILCH"
